PickUpDateTime,Longitude,Latitude,Age,Sex,SpendCat,ResidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-12-22 19:14:00,-1.475500,53.387201,42,1,3,Resident,Apple,1,BT,PostPaid,Passive,NotInUse
2020-12-23 19:14:00,-1.434484,53.392280,64,1,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2020-12-24 19:14:00,-1.445959,53.384323,62,1,4,UK,Apple,4,EE,PostPaid,Passive,NotInUse
2020-12-25 19:14:00,-1.454025,53.385444,80,1,5,Resident,Apple,4,EE,PostPaid,Passive,NotInUse
2020-12-26 19:14:00,-1.502620,53.386561,43,1,4,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2020-12-27 19:14:00,-1.472348,53.371333,29,1,3,Non-UK,Android,1,BT,PostPaid,Passive,NotInUse
2020-12-28 19:14:00,-1.505824,53.373435,42,1,1,Resident,Apple,6,MVNO,PostPaid,Passive,NotInUse
2020-12-29 19:14:00,-1.509232,53.392285,77,2,5,Resident,Android,1,BT,PostPaid,Active,Voice
2020-12-30 19:14:00,-1.463678,53.387192,61,1,4,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2020-12-31 19:14:00,-1.499303,53.372840,35,1,3,Resident,Android,3,Vodafone,PostPaid,Active,Data
2021-01-01 19:14:00,-1.513079,53.381326,43,1,4,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-01-02 19:14:00,-1.496715,53.372145,46,2,5,Resident,Android,4,EE,PrePaid,Passive,NotInUse
2021-01-03 19:14:00,-1.496206,53.382119,74,1,3,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2021-01-04 19:14:00,-1.497240,53.387687,23,2,1,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-01-05 19:14:00,-1.491985,53.369409,52,2,2,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-01-06 19:14:00,-1.475688,53.367750,23,2,3,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2021-01-07 19:14:00,-1.471465,53.372100,17,2,2,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-01-08 19:14:00,-1.459819,53.377278,78,2,5,Resident,Android,4,EE,PrePaid,Active,Voice
2021-01-09 19:14:00,-1.492759,53.380034,37,1,5,UK,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-01-10 19:14:00,-1.493528,53.388816,45,2,1,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-01-11 19:14:00,-1.501501,53.377537,38,2,5,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-01-12 19:14:00,-1.503133,53.369021,68,U,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-01-13 19:14:00,-1.503635,53.382799,82,1,1,Non-UK,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-01-14 19:14:00,-1.441721,53.388621,69,1,4,Resident,Apple,1,BT,PostPaid,Active,Voice
2021-01-15 19:14:00,-1.487759,53.380381,62,1,2,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2021-01-16 19:14:00,-1.473777,53.378825,30,1,2,UK,Apple,4,EE,PrePaid,Passive,NotInUse
2021-01-17 19:14:00,-1.511260,53.373643,51,1,4,UK,Android,5,Three,PostPaid,Passive,NotInUse
2021-01-18 19:14:00,-1.493767,53.379086,20,1,1,Resident,Apple,4,EE,PrePaid,Passive,NotInUse
2021-01-19 19:14:00,-1.503680,53.377137,81,1,2,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-01-20 19:14:00,-1.490826,53.388059,28,1,1,Resident,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-01-21 19:14:00,-1.450048,53.371223,20,1,1,Resident,Apple,2,O2,PrePaid,Passive,NotInUse
2021-01-22 19:14:00,-1.440053,53.370223,30,2,4,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-01-23 19:14:00,-1.441102,53.377419,15,1,5,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-01-24 19:14:00,-1.476246,53.374395,68,1,3,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-01-25 19:14:00,-1.456664,53.382687,62,1,1,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-01-26 19:14:00,-1.502935,53.368546,14,2,3,Resident,Android,3,Vodafone,PostPaid,Active,Data
2021-01-27 19:14:00,-1.479886,53.371585,21,1,3,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-01-28 19:14:00,-1.475241,53.383595,35,1,3,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-01-29 19:14:00,-1.489127,53.369615,64,2,2,Resident,Android,2,O2,PostPaid,Active,Data
2021-01-30 19:14:00,-1.501978,53.382425,40,2,4,Resident,Apple,5,Three,PrePaid,Passive,NotInUse
2021-01-31 19:14:00,-1.501602,53.387706,79,1,2,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-02-01 19:14:00,-1.469321,53.368222,62,2,2,Resident,Apple,1,BT,PostPaid,Passive,NotInUse
2021-02-02 19:14:00,-1.450295,53.373703,32,2,4,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2021-02-03 19:14:00,-1.456833,53.379221,28,2,1,UK,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-02-04 19:14:00,-1.500367,53.390260,85,1,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-02-05 19:14:00,-1.480008,53.392403,48,1,2,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2021-02-06 19:14:00,-1.483248,53.388056,47,2,2,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-02-07 19:14:00,-1.441380,53.384857,26,1,5,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-02-08 19:14:00,-1.495214,53.378739,51,2,3,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-02-09 19:14:00,-1.446044,53.372855,79,2,1,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-02-10 19:14:00,-1.443572,53.387772,67,1,5,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-02-11 19:14:00,-1.470434,53.374661,75,1,4,Resident,Apple,6,MVNO,PostPaid,Passive,NotInUse
2021-02-12 19:14:00,-1.446189,53.386076,39,1,4,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-02-13 19:14:00,-1.448500,53.381885,30,1,2,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-02-14 19:14:00,-1.509755,53.389948,67,1,5,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-02-15 19:14:00,-1.493690,53.389433,68,1,3,UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-02-16 19:14:00,-1.458260,53.377934,79,2,5,Resident,Apple,1,BT,PrePaid,Passive,NotInUse
2021-02-17 19:14:00,-1.471097,53.375123,49,2,5,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-02-18 19:14:00,-1.444614,53.382134,62,1,2,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-02-19 19:14:00,-1.445241,53.388574,46,1,4,Non-UK,Android,5,Three,PostPaid,Passive,NotInUse
2021-02-20 19:14:00,-1.466455,53.374018,78,2,4,Resident,Apple,5,Three,PrePaid,Active,Data
2021-02-21 19:14:00,-1.505425,53.368306,57,1,2,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-02-22 19:14:00,-1.444962,53.371561,21,2,3,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2021-02-23 19:14:00,-1.495440,53.378761,21,1,5,UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-02-24 19:14:00,-1.442582,53.377284,45,1,3,UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-02-25 19:14:00,-1.446068,53.389062,45,2,2,Resident,Android,6,MVNO,PostPaid,Active,Data
2021-02-26 19:14:00,-1.501809,53.379717,64,2,5,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-02-27 19:14:00,-1.440034,53.370547,79,2,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-02-28 19:14:00,-1.478643,53.388018,74,1,1,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-03-01 19:14:00,-1.463995,53.372964,80,1,5,UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-03-02 19:14:00,-1.483618,53.377281,84,2,1,Resident,Apple,3,Vodafone,PrePaid,Passive,NotInUse
2021-03-03 19:14:00,-1.512927,53.392046,27,2,3,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2021-03-04 19:14:00,-1.484427,53.367711,57,2,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-03-05 19:14:00,-1.507299,53.384878,55,1,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-03-06 19:14:00,-1.498848,53.388607,72,2,1,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-03-07 19:14:00,-1.502274,53.373003,23,2,2,Resident,Apple,6,MVNO,PostPaid,Active,Data
2021-03-08 19:14:00,-1.477437,53.369632,70,2,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-03-09 19:14:00,-1.445078,53.378684,28,1,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-03-10 19:14:00,-1.434562,53.382754,84,1,3,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-03-11 19:14:00,-1.485449,53.377655,64,1,1,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-03-12 19:14:00,-1.475796,53.370572,62,2,4,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-03-13 19:14:00,-1.434640,53.372556,28,2,1,UK,Android,5,Three,PostPaid,Passive,NotInUse
2021-03-14 19:14:00,-1.459536,53.379524,13,1,2,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-03-15 19:14:00,-1.439108,53.381318,60,1,4,Resident,Android,4,EE,PrePaid,Active,Voice
2021-03-16 19:14:00,-1.486829,53.391153,60,1,4,UK,Apple,5,Three,PostPaid,Active,Voice
2021-03-17 19:14:00,-1.486114,53.375118,83,1,1,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-03-18 19:14:00,-1.440172,53.377687,54,2,1,Non-UK,Android,4,EE,PrePaid,Passive,NotInUse
2021-03-19 19:14:00,-1.435707,53.376226,77,2,3,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-03-20 19:14:00,-1.507253,53.371964,18,1,3,Resident,Apple,5,Three,PostPaid,Active,Data
2021-03-21 19:14:00,-1.466407,53.389841,60,1,1,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-03-22 19:14:00,-1.510930,53.379491,49,2,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-03-23 19:14:00,-1.513514,53.376021,32,1,1,UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-03-24 19:14:00,-1.492289,53.375034,57,1,1,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2021-03-25 19:14:00,-1.474920,53.383956,38,1,5,UK,Android,5,Three,PostPaid,Passive,NotInUse
2021-03-26 19:14:00,-1.484298,53.379948,17,1,3,Resident,Android,5,Three,PostPaid,Active,Voice
2021-03-27 19:14:00,-1.494127,53.378508,59,2,4,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-03-28 19:14:00,-1.487339,53.374703,60,1,1,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-03-29 19:14:00,-1.436544,53.379353,19,2,5,Resident,Android,2,O2,PrePaid,Active,Data
2021-03-30 19:14:00,-1.470350,53.373826,53,1,1,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-03-31 19:14:00,-1.505098,53.380397,83,2,4,Resident,Apple,2,O2,PrePaid,Active,Data
2021-04-01 19:14:00,-1.487209,53.371293,75,1,4,Resident,Android,2,O2,PostPaid,Active,Voice
2021-04-02 19:14:00,-1.484461,53.377975,70,2,2,UK,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-04-03 19:14:00,-1.459309,53.380145,77,2,5,Non-UK,Apple,4,EE,PrePaid,Passive,NotInUse
2021-04-04 19:14:00,-1.444148,53.379236,40,1,5,Resident,Apple,5,Three,PrePaid,Passive,NotInUse
2021-04-05 19:14:00,-1.493381,53.387408,68,1,3,Non-UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-04-06 19:14:00,-1.475048,53.385477,35,2,1,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-04-07 19:14:00,-1.499458,53.370703,74,2,4,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-04-08 19:14:00,-1.509028,53.390312,38,2,2,UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-04-09 19:14:00,-1.507359,53.387471,43,1,1,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-04-10 19:14:00,-1.506290,53.391996,53,1,4,UK,Android,2,O2,PrePaid,Passive,NotInUse
2021-04-11 19:14:00,-1.510074,53.380326,46,1,4,UK,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-04-12 19:14:00,-1.473368,53.389082,65,2,4,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-04-13 19:14:00,-1.510443,53.391420,64,2,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-04-14 19:14:00,-1.446132,53.383718,61,1,4,UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-04-15 19:14:00,-1.488076,53.368916,85,1,5,Resident,Android,1,BT,PrePaid,Active,Data
2021-04-16 19:14:00,-1.483885,53.386945,80,2,1,UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-04-17 19:14:00,-1.513121,53.378027,13,2,2,Resident,Apple,4,EE,PostPaid,Passive,NotInUse
2021-04-18 19:14:00,-1.464717,53.368026,62,2,1,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-04-19 19:14:00,-1.491721,53.384625,23,1,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-04-20 19:14:00,-1.438682,53.386133,68,2,5,UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-04-21 19:14:00,-1.496171,53.391820,52,1,4,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-04-22 19:14:00,-1.463402,53.383331,79,1,1,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2021-04-23 19:14:00,-1.458048,53.388138,18,1,2,Resident,Apple,5,Three,PostPaid,Passive,NotInUse
2021-04-24 19:14:00,-1.439027,53.378629,49,1,1,Resident,Android,5,Three,PostPaid,Active,Data
2021-04-25 19:14:00,-1.481837,53.383414,20,2,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-04-26 19:14:00,-1.449580,53.376322,55,1,2,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2021-04-27 19:14:00,-1.465371,53.381608,32,2,4,UK,Apple,6,MVNO,PostPaid,Active,Data
2021-04-28 19:14:00,-1.503529,53.381423,25,2,5,Resident,Android,6,MVNO,PostPaid,Active,Data
2021-04-29 19:14:00,-1.476170,53.379390,30,1,4,Non-UK,Android,2,O2,PrePaid,Passive,NotInUse
2021-04-30 19:14:00,-1.464376,53.379144,66,2,2,Resident,Apple,1,BT,PostPaid,Active,Data
2021-05-01 19:14:00,-1.448383,53.378656,67,1,4,UK,Apple,2,O2,PrePaid,Passive,NotInUse
2021-05-02 19:14:00,-1.515433,53.384323,14,1,3,UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-05-03 19:14:00,-1.492690,53.387790,35,2,4,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-05-04 19:14:00,-1.485773,53.387268,29,1,4,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2021-05-05 19:14:00,-1.453470,53.374889,73,1,2,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-05-06 19:14:00,-1.472740,53.372280,60,1,1,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-05-07 19:14:00,-1.459977,53.372206,41,2,3,Resident,Apple,6,MVNO,PostPaid,Passive,NotInUse
2021-05-08 19:14:00,-1.456059,53.386070,56,1,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-05-09 19:14:00,-1.515085,53.377281,72,2,1,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-05-10 19:14:00,-1.488236,53.369418,15,1,5,UK,Android,1,BT,PrePaid,Passive,NotInUse
2021-05-11 19:14:00,-1.462981,53.390230,78,1,3,Resident,Apple,4,EE,PrePaid,Passive,NotInUse
2021-05-12 19:14:00,-1.486240,53.376791,19,2,1,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2021-05-13 19:14:00,-1.489934,53.373364,13,2,3,Resident,Apple,3,Vodafone,PrePaid,Passive,NotInUse
2021-05-14 19:14:00,-1.488414,53.370389,45,2,4,Resident,Android,4,EE,PostPaid,Active,Data
2021-05-15 19:14:00,-1.440643,53.378941,33,2,2,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-05-16 19:14:00,-1.512173,53.387754,14,2,5,Resident,Android,4,EE,PostPaid,Active,Data
2021-05-17 19:14:00,-1.473748,53.374555,72,2,4,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-05-18 19:14:00,-1.440495,53.385707,76,1,2,UK,Android,1,BT,PrePaid,Passive,NotInUse
2021-05-19 19:14:00,-1.480403,53.373059,64,1,4,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-05-20 19:14:00,-1.476712,53.387748,53,2,2,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-05-21 19:14:00,-1.513478,53.373507,23,2,5,UK,Apple,5,Three,PostPaid,Active,Data
2021-05-22 19:14:00,-1.462865,53.379366,16,2,3,UK,Android,2,O2,PostPaid,Passive,NotInUse
2021-05-23 19:14:00,-1.502012,53.373256,30,2,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-05-24 19:14:00,-1.475790,53.388558,63,1,1,UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-05-25 19:14:00,-1.444773,53.370317,45,2,5,Resident,Apple,3,Vodafone,PrePaid,Passive,NotInUse
2021-05-26 19:14:00,-1.484457,53.367706,52,1,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-05-27 19:14:00,-1.475321,53.368180,58,1,5,Resident,Android,6,MVNO,PostPaid,Active,Data
2021-05-28 19:14:00,-1.467177,53.368980,31,2,2,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2021-05-29 19:14:00,-1.444604,53.374079,16,1,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-05-30 19:14:00,-1.437992,53.379265,24,2,4,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-05-31 19:14:00,-1.444239,53.374743,17,2,4,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-06-01 19:14:00,-1.453835,53.380537,42,1,1,Resident,Apple,6,MVNO,PostPaid,Passive,NotInUse
2021-06-02 19:14:00,-1.477164,53.384247,43,1,3,UK,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-06-03 19:14:00,-1.469148,53.384761,45,1,5,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-06-04 19:14:00,-1.495945,53.381436,36,2,3,Resident,Apple,3,Vodafone,PrePaid,Passive,NotInUse
2021-06-05 19:14:00,-1.474490,53.385447,14,1,3,Resident,Android,4,EE,PostPaid,Active,Data
2021-06-06 19:14:00,-1.483385,53.382938,17,1,3,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-06-07 19:14:00,-1.483088,53.368135,64,1,2,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-06-08 19:14:00,-1.448101,53.370635,16,1,1,Resident,Android,4,EE,PrePaid,Active,Voice
2021-06-09 19:14:00,-1.459899,53.382074,78,1,1,Non-UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-06-10 19:14:00,-1.435039,53.385239,49,1,4,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-06-11 19:14:00,-1.498258,53.371358,55,2,1,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-06-12 19:14:00,-1.469241,53.389636,84,2,3,Resident,Android,4,EE,PrePaid,Passive,NotInUse
2021-06-13 19:14:00,-1.509700,53.369935,76,1,1,Resident,Apple,3,Vodafone,PostPaid,Passive,NotInUse
2021-06-14 19:14:00,-1.463191,53.381667,66,2,5,Resident,Android,6,MVNO,PrePaid,Active,Data
2021-06-15 19:14:00,-1.448811,53.372707,17,1,2,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-06-16 19:14:00,-1.449956,53.390681,43,1,2,Resident,Android,4,EE,PrePaid,Passive,NotInUse
2021-06-17 19:14:00,-1.455551,53.381448,28,1,1,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-06-18 19:14:00,-1.441409,53.374948,57,1,5,Resident,Android,2,O2,PrePaid,Active,Data
2021-06-19 19:14:00,-1.502711,53.374068,55,2,2,Resident,Android,1,BT,PostPaid,Active,Voice
2021-06-20 19:14:00,-1.480174,53.377356,50,1,1,Resident,Android,3,Vodafone,PostPaid,Active,Data
2021-06-21 19:14:00,-1.451949,53.390384,30,1,4,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-06-22 19:14:00,-1.473442,53.378116,72,1,1,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-06-23 19:14:00,-1.472069,53.370586,46,1,3,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-06-24 19:14:00,-1.477408,53.370662,16,1,3,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-06-25 19:14:00,-1.443285,53.376686,77,1,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-06-26 19:14:00,-1.451131,53.386080,79,1,5,Resident,Android,4,EE,PostPaid,Active,Data
2021-06-27 19:14:00,-1.512325,53.379664,21,2,5,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2021-06-28 19:14:00,-1.490491,53.373218,39,1,5,Resident,Apple,1,BT,PostPaid,Active,Voice
2021-06-29 19:14:00,-1.443082,53.369507,36,2,3,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-06-30 19:14:00,-1.462912,53.391882,70,2,4,UK,Android,5,Three,PrePaid,Active,Data
2021-07-01 19:14:00,-1.463134,53.379841,12,2,3,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-07-02 19:14:00,-1.498974,53.383736,34,2,2,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-07-03 19:14:00,-1.500176,53.388535,41,2,3,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2021-07-04 19:14:00,-1.464567,53.372946,27,1,1,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-07-05 19:14:00,-1.482155,53.375480,13,2,1,UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-07-06 19:14:00,-1.479572,53.377971,63,1,2,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2021-07-07 19:14:00,-1.467838,53.379105,31,1,1,Non-UK,Android,1,BT,PrePaid,Passive,NotInUse
2021-07-08 19:14:00,-1.507403,53.369963,49,2,5,Resident,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-07-09 19:14:00,-1.503591,53.382731,53,1,3,UK,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-07-10 19:14:00,-1.450210,53.389178,34,2,5,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-07-11 19:14:00,-1.468913,53.376564,68,1,3,UK,Android,4,EE,PostPaid,Passive,NotInUse
2021-07-12 19:14:00,-1.506289,53.377703,51,1,4,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-07-13 19:14:00,-1.443810,53.389920,33,2,3,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-07-14 19:14:00,-1.505758,53.376823,73,2,2,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-07-15 19:14:00,-1.451418,53.369964,47,1,5,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2021-07-16 19:14:00,-1.495870,53.376944,61,1,4,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2021-07-17 19:14:00,-1.509886,53.371319,45,2,4,UK,Android,5,Three,PostPaid,Passive,NotInUse
2021-07-18 19:14:00,-1.473140,53.374345,43,2,3,UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-07-19 19:14:00,-1.465899,53.374455,45,1,4,Resident,Android,5,Three,PrePaid,Passive,NotInUse
2021-07-20 19:14:00,-1.440071,53.388480,56,1,1,Resident,Apple,2,O2,PostPaid,Passive,NotInUse
2021-07-21 19:14:00,-1.489341,53.376104,50,2,3,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-07-22 19:14:00,-1.462629,53.388155,56,1,1,Resident,Apple,1,BT,PostPaid,Passive,NotInUse
2021-07-23 19:14:00,-1.479719,53.391649,55,1,4,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-07-24 19:14:00,-1.453083,53.391312,31,2,5,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-07-25 19:14:00,-1.509209,53.387729,53,1,2,Resident,Android,3,Vodafone,PrePaid,Passive,NotInUse
2021-07-26 19:14:00,-1.515303,53.383040,76,2,4,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-07-27 19:14:00,-1.492630,53.388421,59,1,4,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-07-28 19:14:00,-1.502281,53.384869,48,2,5,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-07-29 19:14:00,-1.469835,53.387013,59,2,5,Resident,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-07-30 19:14:00,-1.515600,53.386035,58,2,1,UK,Android,1,BT,PostPaid,Passive,NotInUse
2021-07-31 19:14:00,-1.455248,53.377660,77,2,5,UK,Android,3,Vodafone,PostPaid,Passive,NotInUse
2021-08-01 19:14:00,-1.481878,53.368714,18,1,1,Resident,Android,2,O2,PostPaid,Passive,NotInUse
2021-08-02 19:14:00,-1.487813,53.379183,77,1,2,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-08-03 19:14:00,-1.465559,53.387114,67,2,2,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-08-04 19:14:00,-1.463578,53.377764,54,1,5,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-08-05 19:14:00,-1.510506,53.373162,32,2,1,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2021-08-06 19:14:00,-1.477675,53.381331,38,2,5,Resident,Android,2,O2,PrePaid,Passive,NotInUse
2021-08-07 19:14:00,-1.434512,53.369624,70,1,3,Resident,Android,1,BT,PrePaid,Passive,NotInUse
2021-08-08 19:14:00,-1.461512,53.391568,59,1,5,Resident,Android,4,EE,PostPaid,Passive,NotInUse
2021-08-09 19:14:00,-1.480888,53.388007,78,1,5,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-08-10 19:14:00,-1.436013,53.391785,18,1,5,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-08-11 19:14:00,-1.503377,53.370350,65,1,4,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-08-12 19:14:00,-1.515596,53.386999,52,2,5,Resident,Android,6,MVNO,PrePaid,Passive,NotInUse
2021-08-13 19:14:00,-1.439268,53.390891,18,2,5,Resident,Android,6,MVNO,PostPaid,Passive,NotInUse
2021-08-14 19:14:00,-1.493287,53.388158,33,2,2,Resident,Android,1,BT,PostPaid,Passive,NotInUse
2021-08-15 19:14:00,-1.507213,53.387622,43,1,1,Resident,Android,5,Three,PostPaid,Passive,NotInUse
2021-08-16 19:14:00,-1.468905,53.372632,72,2,1,UK,Android,4,EE,PrePaid,Passive,NotInUse
