PIckUpDateTime,Longitude,Latitude,Age,Sex,SpendCat,RedidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-04-29 10:00:00+00,-1.479225,53.442188,44,1,5,2,2,42,2,2,2,1
2020-04-29 10:00:00+00,-1.480549,53.518108,28,1,1,2,2,42,2,2,2,1
2020-04-29 12:00:00+00,-1.479312,53.407178,35,1,4,2,2,42,2,1,1,1
2020-04-29 13:00:00+00,-1.479542,53.415468,39,1,3,2,1,42,2,1,1,1
2020-04-29 15:00:00+00,-1.479801,53.400248,41,1,3,2,2,42,2,2,2,1
2020-04-29 16:00:00+00,-1.479041,53.380408,31,1,2,2,2,42,2,1,1,1
2020-04-29 17:00:00+00,-1.475862,53.430979,50,1,1,2,1,42,2,1,1,1
2020-04-29 17:00:00+00,-1.475439,53.426629,46,1,3,2,2,42,2,1,2,1
2020-04-29 11:00:00+00,-1.475834,53.412519,24,1,4,3,2,42,2,1,1,1
2020-04-29 01:00:00+00,-1.514342,53.372515,41,1,1,1,1,43,2,2,1,1
2020-04-29 01:00:00+00,-1.499448,53.375054,29,1,4,1,2,43,2,2,2,1
2020-04-29 01:00:00+00,-1.46923,53.387215,58,1,1,1,2,43,2,1,1,2
2020-04-29 02:00:00+00,-1.475193,53.388869,56,1,3,1,1,43,2,1,2,1
2020-04-29 02:00:00+00,-1.469914,53.373128,43,1,5,1,1,43,2,1,1,1
2020-04-29 02:00:00+00,-1.46337,53.381442,69,1,3,1,1,43,2,1,2,2
2020-04-29 03:00:00+00,-1.486709,53.377863,36,1,4,1,1,43,2,1,2,1
2020-04-29 04:00:00+00,-1.475328,53.419859,48,1,1,1,2,43,2,1,2,1
2020-04-29 04:00:00+00,-1.461203,53.381275,59,1,1,1,1,43,2,1,1,1
2020-04-29 05:00:00+00,-1.479406,53.495418,47,1,2,1,2,43,2,1,2,1
2020-04-29 05:00:00+00,-1.480531,53.468718,31,1,1,1,2,43,2,1,1,1
2020-04-29 05:00:00+00,-1.46646,53.378424,75,1,1,1,1,43,2,1,1,1
2020-04-29 06:00:00+00,-1.479406,53.495418,57,1,2,1,2,43,2,1,2,1
2020-04-29 06:00:00+00,-1.50362,53.37895,25,1,1,1,2,43,2,1,2,1
2020-04-29 06:00:00+00,-1.493987,53.372574,36,1,2,1,1,43,2,1,1,1
2020-04-29 06:00:00+00,-1.489931,53.373167,22,1,1,1,2,43,2,1,2,2
2020-04-29 07:00:00+00,-1.445314,53.374245,47,1,3,1,2,43,2,1,1,1
2020-04-29 07:00:00+00,-1.441364,53.382829,38,1,5,1,1,43,2,1,2,1
2020-04-29 08:00:00+00,-1.511805,53.380943,59,1,5,1,1,43,2,1,2,1
2020-04-29 08:00:00+00,-1.48336,53.370595,41,1,3,1,1,43,2,1,2,1
2020-04-29 08:00:00+00,-1.509908,53.379277,43,1,4,1,1,43,2,2,2,1
2020-04-29 08:00:00+00,-1.481986,53.372155,17,1,5,1,1,43,2,1,2,1
2020-04-29 08:00:00+00,-1.480013,53.398348,19,1,1,1,1,43,2,1,2,1
2020-04-29 10:00:00+00,-1.469749,53.382463,64,1,5,1,1,43,2,1,1,1
2020-04-29 10:00:00+00,-1.480593,53.411408,35,1,2,1,1,43,2,1,2,1
2020-04-29 10:00:00+00,-1.479729,53.417618,44,1,1,1,2,43,2,1,1,2
2020-04-29 11:00:00+00,-1.479278,53.477608,59,1,3,1,1,43,2,1,1,2
2020-04-29 12:00:00+00,-1.480574,53.408218,38,1,5,1,2,43,2,1,2,1
2020-04-29 12:00:00+00,-1.479734,53.430728,48,1,4,1,2,43,2,1,1,1
2020-04-29 12:00:00+00,-1.480762,53.500358,79,1,3,1,2,43,2,1,1,1
2020-04-29 13:00:00+00,-1.498098,53.370395,19,1,2,1,1,43,2,1,2,1
2020-04-29 14:00:00+00,-1.47813,53.388893,30,1,1,1,2,43,2,1,1,1
2020-04-29 14:00:00+00,-1.448428,53.3824,53,1,2,1,2,43,2,1,2,1
2020-04-29 14:00:00+00,-1.480541,53.401008,70,1,4,1,1,43,2,2,1,1
2020-04-29 14:00:00+00,-1.480532,53.517508,22,1,4,1,2,43,2,1,1,1
2020-04-29 15:00:00+00,-1.440623,53.390718,62,1,3,1,1,43,2,1,2,2
2020-04-29 15:00:00+00,-1.48076,53.445058,46,1,1,1,2,43,2,1,1,1
2020-04-29 16:00:00+00,-1.464049,53.38507,80,1,4,1,2,43,2,1,1,1
2020-04-29 16:00:00+00,-1.480029,53.456838,35,1,1,1,1,43,2,1,1,1
2020-04-29 16:00:00+00,-1.480695,53.391628,78,1,5,1,2,43,2,1,2,1
2020-04-29 16:00:00+00,-1.480667,53.411008,60,1,5,1,1,43,2,1,1,2
2020-04-29 17:00:00+00,-1.452825,53.37817,20,1,2,1,1,43,2,2,2,2
2020-04-29 18:00:00+00,-1.478554,53.368519,25,1,1,1,1,43,2,1,2,1
2020-04-29 18:00:00+00,-1.48045,53.410488,57,1,3,1,2,43,2,1,1,1
2020-04-29 19:00:00+00,-1.502425,53.388363,67,1,2,1,2,43,2,1,1,1
2020-04-29 19:00:00+00,-1.502523,53.378872,49,1,4,1,2,43,2,2,1,1
2020-04-29 20:00:00+00,-1.475046,53.399219,50,1,1,1,1,43,2,1,2,1
2020-04-29 21:00:00+00,-1.483921,53.389263,82,1,3,1,1,43,2,1,2,1
2020-04-29 22:00:00+00,-1.445273,53.372659,26,1,3,1,1,43,2,1,1,1
2020-04-29 23:00:00+00,-1.475497,53.404509,27,1,4,1,1,43,2,1,2,1
2020-04-29 23:00:00+00,-1.464361,53.387486,30,1,1,1,2,43,2,1,2,1
2020-04-29 11:00:00+00,-1.479786,53.486198,24,1,2,2,2,43,2,1,1,2
2020-04-29 11:00:00+00,-1.475348,53.435599,19,1,5,2,1,43,2,2,1,1
2020-04-29 12:00:00+00,-1.475263,53.412819,82,1,5,2,2,43,2,1,1,1
2020-04-29 13:00:00+00,-1.479468,53.409478,28,1,3,2,2,43,2,1,1,1
2020-04-29 13:00:00+00,-1.475127,53.383739,57,1,1,2,2,43,2,1,1,1
2020-04-29 15:00:00+00,-1.474925,53.378509,60,1,4,2,1,43,2,1,1,1
2020-04-29 16:00:00+00,-1.479803,53.447138,65,1,5,2,2,43,2,1,2,1
2020-04-29 16:00:00+00,-1.479891,53.501528,59,1,1,2,1,43,2,1,1,1
2020-04-29 14:00:00+00,-1.475813,53.385819,66,1,5,3,1,43,2,1,2,1
2020-04-29 00:00:00+00,-1.479074,53.428498,20,1,4,1,2,44,2,1,1,1
2020-04-29 00:00:00+00,-1.480223,53.411168,21,1,1,1,1,44,2,1,1,1
2020-04-29 01:00:00+00,-1.447237,53.376069,20,1,3,1,2,44,2,1,1,1
2020-04-29 01:00:00+00,-1.510729,53.371172,26,1,4,1,1,44,2,1,1,1
2020-04-29 02:00:00+00,-1.51469,53.38404,37,1,4,1,1,44,2,1,1,1
2020-04-29 03:00:00+00,-1.479965,53.392248,25,1,3,1,2,44,2,2,1,1
2020-04-29 03:00:00+00,-1.480467,53.391728,74,1,2,1,2,44,2,1,1,1
2020-04-29 03:00:00+00,-1.47975,53.447628,59,1,4,1,1,44,2,1,2,1
2020-04-29 04:00:00+00,-1.475577,53.390379,26,1,2,1,2,44,2,1,2,2
2020-04-29 04:00:00+00,-1.452607,53.379263,50,1,3,1,2,44,2,1,2,1
2020-04-29 04:00:00+00,-1.503728,53.373132,29,1,2,1,1,44,2,1,2,1
2020-04-29 05:00:00+00,-1.501321,53.381281,59,1,1,1,1,44,2,1,1,2
2020-04-29 06:00:00+00,-1.47594,53.375169,22,1,1,1,1,44,2,2,1,1
2020-04-29 06:00:00+00,-1.480025,53.396318,71,1,1,1,1,44,2,1,2,1
2020-04-29 06:00:00+00,-1.484311,53.386714,35,1,4,1,1,44,2,2,1,1
2020-04-29 06:00:00+00,-1.511541,53.383358,50,1,3,1,1,44,2,1,2,1
2020-04-29 06:00:00+00,-1.457953,53.391543,50,1,4,1,2,44,2,1,2,1
2020-04-29 07:00:00+00,-1.479371,53.455258,53,1,5,1,2,44,2,1,2,1
2020-04-29 08:00:00+00,-1.445752,53.388501,35,1,4,1,2,44,2,1,1,1
2020-04-29 08:00:00+00,-1.479414,53.391399,85,1,3,1,2,44,2,1,2,1
2020-04-29 10:00:00+00,-1.509935,53.375202,42,1,4,1,2,44,2,1,2,1
2020-04-29 11:00:00+00,-1.479406,53.500518,28,1,4,1,2,44,2,1,1,1
2020-04-29 12:00:00+00,-1.509955,53.38828,65,1,3,1,2,44,2,2,1,1
2020-04-29 12:00:00+00,-1.492615,53.368278,49,1,1,1,1,44,2,1,1,1
2020-04-29 12:00:00+00,-1.485007,53.375668,72,1,3,1,1,44,2,1,2,2
2020-04-29 13:00:00+00,-1.512241,53.374754,29,1,1,1,2,44,2,2,2,1
2020-04-29 13:00:00+00,-1.483746,53.367841,65,1,3,1,2,44,2,1,2,1
2020-04-29 14:00:00+00,-1.480762,53.463188,38,1,2,1,2,44,2,1,2,1
2020-04-29 15:00:00+00,-1.455908,53.378016,36,1,1,1,1,44,2,1,2,2
2020-04-29 15:00:00+00,-1.514729,53.370963,44,1,1,1,2,44,2,1,2,1
2020-04-29 15:00:00+00,-1.48067,53.509878,72,1,2,1,2,44,2,1,2,1
2020-04-29 16:00:00+00,-1.514198,53.382382,26,1,1,1,2,44,2,1,2,1
2020-04-29 17:00:00+00,-1.443241,53.391166,16,1,4,1,1,44,2,1,2,1
2020-04-29 17:00:00+00,-1.434599,53.388989,48,1,1,1,1,44,2,1,1,1
2020-04-29 19:00:00+00,-1.479394,53.421648,49,1,3,1,1,44,2,1,2,2
2020-04-29 19:00:00+00,-1.48034,53.445958,69,1,2,1,1,44,2,1,2,1
2020-04-29 20:00:00+00,-1.503728,53.373132,23,1,5,1,1,44,2,1,1,1
2020-04-29 20:00:00+00,-1.443525,53.374016,33,1,2,1,2,44,2,1,2,1
2020-04-29 20:00:00+00,-1.448554,53.382688,75,1,5,1,2,44,2,1,2,1
2020-04-29 20:00:00+00,-1.469849,53.371525,65,1,4,1,2,44,2,1,1,1
2020-04-29 21:00:00+00,-1.472967,53.37174,79,1,5,1,1,44,2,1,2,1
2020-04-29 21:00:00+00,-1.444518,53.371659,32,1,4,1,2,44,2,1,2,1
2020-04-29 21:00:00+00,-1.443252,53.368339,52,1,5,1,1,44,2,1,1,1
2020-04-29 22:00:00+00,-1.475354,53.418429,20,1,5,1,1,44,2,1,2,1
2020-04-29 22:00:00+00,-1.479193,53.502338,44,1,2,1,2,44,2,1,2,1
2020-04-29 22:00:00+00,-1.443525,53.374016,34,1,5,1,2,44,2,2,1,1
2020-04-29 23:00:00+00,-1.47972,53.467388,23,1,4,1,2,44,2,2,1,1
2020-04-29 23:00:00+00,-1.451893,53.375503,36,1,4,1,2,44,2,1,1,1
2020-04-29 09:00:00+00,-1.475102,53.430349,44,1,5,2,1,44,2,1,1,1
2020-04-29 10:00:00+00,-1.475182,53.437249,32,1,5,2,1,44,2,1,1,1
2020-04-29 11:00:00+00,-1.479299,53.431798,41,1,5,2,1,44,2,1,1,1
2020-04-29 12:00:00+00,-1.479997,53.472878,30,1,2,2,2,44,2,1,1,1
2020-04-29 12:00:00+00,-1.479211,53.433008,82,1,5,2,2,44,2,1,2,1
2020-04-29 12:00:00+00,-1.480142,53.476378,40,1,3,2,2,44,2,1,2,1
2020-04-29 12:00:00+00,-1.475069,53.385429,56,1,5,2,2,44,2,1,2,1
2020-04-29 13:00:00+00,-1.48031,53.449928,72,1,1,2,2,44,2,1,2,1
2020-04-29 13:00:00+00,-1.475169,53.402129,19,1,5,2,2,44,2,2,1,2
2020-04-29 14:00:00+00,-1.474907,53.422159,74,1,2,2,2,44,2,1,1,1
2020-04-29 16:00:00+00,-1.479392,53.511058,41,1,4,2,2,44,2,1,1,1
2020-04-29 17:00:00+00,-1.480631,53.389098,45,1,5,2,1,44,2,1,2,1
2020-04-29 17:00:00+00,-1.480492,53.415198,72,1,3,2,1,44,2,1,1,1
2020-04-29 11:00:00+00,-1.475483,53.392319,23,1,4,3,1,44,2,1,2,2
2020-04-29 12:00:00+00,-1.479606,53.495548,63,1,1,3,2,44,2,1,2,2
2020-04-29 14:00:00+00,-1.479262,53.402448,56,1,4,3,1,44,2,1,1,1
2020-04-29 00:00:00+00,-1.490657,53.368863,44,1,2,1,1,45,2,1,1,1
2020-04-29 00:00:00+00,-1.441364,53.382829,63,1,1,1,2,45,2,2,2,1
2020-04-29 00:00:00+00,-1.499448,53.375054,48,1,1,1,2,45,2,1,2,1
2020-04-29 01:00:00+00,-1.48098,53.418428,43,1,5,1,1,45,2,1,2,1
2020-04-29 01:00:00+00,-1.491419,53.371528,74,1,2,1,2,45,2,1,2,1
2020-04-29 02:00:00+00,-1.48026,53.499428,34,1,3,1,2,45,2,1,2,1
2020-04-29 02:00:00+00,-1.434364,53.375739,19,1,2,1,2,45,2,1,2,1
2020-04-29 03:00:00+00,-1.47559,53.385439,50,1,2,1,1,45,2,1,2,2
2020-04-29 03:00:00+00,-1.514973,53.384243,72,1,3,1,1,45,2,1,1,1
2020-04-29 04:00:00+00,-1.513696,53.381376,50,1,4,1,1,45,2,2,1,1
2020-04-29 04:00:00+00,-1.442514,53.388766,50,1,3,1,2,45,2,1,1,1
2020-04-29 04:00:00+00,-1.46222,53.369127,32,1,3,1,2,45,2,1,2,1
2020-04-29 05:00:00+00,-1.47594,53.375169,40,1,5,1,1,45,2,1,1,1
2020-04-29 05:00:00+00,-1.480485,53.393598,82,1,1,1,2,45,2,1,1,1
2020-04-29 05:00:00+00,-1.50802,53.385109,63,1,2,1,1,45,2,1,2,1
2020-04-29 06:00:00+00,-1.480185,53.463818,16,1,2,1,2,45,2,1,1,1
2020-04-29 06:00:00+00,-1.481071,53.387425,25,1,3,1,1,45,2,1,2,1
2020-04-29 06:00:00+00,-1.48752,53.389898,64,1,4,1,2,45,2,1,1,1
2020-04-29 07:00:00+00,-1.490711,53.392165,49,1,4,1,1,45,2,1,2,1
2020-04-29 07:00:00+00,-1.461131,53.369183,73,1,5,1,1,45,2,1,2,1
2020-04-29 07:00:00+00,-1.490826,53.370589,34,1,2,1,1,45,2,1,2,2
2020-04-29 07:00:00+00,-1.488049,53.391935,43,1,4,1,2,45,2,1,2,2
2020-04-29 08:00:00+00,-1.479831,53.422608,31,1,1,1,1,45,2,1,2,1
2020-04-29 08:00:00+00,-1.479788,53.455448,42,1,2,1,1,45,2,1,2,1
2020-04-29 08:00:00+00,-1.479561,53.453328,61,1,2,1,2,45,2,1,2,1
2020-04-29 10:00:00+00,-1.480297,53.421468,43,1,5,1,2,45,2,1,2,2
2020-04-29 10:00:00+00,-1.479859,53.410858,32,1,2,1,2,45,2,1,2,1
2020-04-29 11:00:00+00,-1.479456,53.385728,79,1,1,1,1,45,2,1,1,1
2020-04-29 11:00:00+00,-1.44638,53.378555,29,1,2,1,1,45,2,1,1,1
2020-04-29 11:00:00+00,-1.51033,53.369202,83,1,3,1,2,45,2,1,2,2
2020-04-29 11:00:00+00,-1.480606,53.395608,20,1,1,1,2,45,2,1,1,1
2020-04-29 11:00:00+00,-1.479451,53.441768,50,1,2,1,1,45,2,1,1,2
2020-04-29 13:00:00+00,-1.480717,53.422168,53,1,2,1,1,45,2,1,1,1
2020-04-29 13:00:00+00,-1.480508,53.464708,46,1,1,1,2,45,2,1,1,1
2020-04-29 14:00:00+00,-1.48091,53.473158,39,1,5,1,1,45,2,1,1,1
2020-04-29 15:00:00+00,-1.480145,53.434668,62,1,2,1,2,45,2,1,2,1
2020-04-29 16:00:00+00,-1.467789,53.376961,50,1,2,1,2,45,2,2,1,1
2020-04-29 16:00:00+00,-1.479841,53.373284,48,1,5,1,2,45,2,1,2,1
2020-04-29 17:00:00+00,-1.504102,53.37535,48,1,1,1,2,45,2,1,1,1
2020-04-29 17:00:00+00,-1.455673,53.37902,39,1,2,1,2,45,2,1,2,1
2020-04-29 17:00:00+00,-1.48034,53.458118,38,1,5,1,2,45,2,1,2,1
2020-04-29 17:00:00+00,-1.480423,53.382688,26,1,1,1,2,45,2,1,2,1
2020-04-29 17:00:00+00,-1.480043,53.378678,83,1,5,1,2,45,2,1,1,1
2020-04-29 17:00:00+00,-1.47914,53.469248,75,1,4,1,2,45,2,2,2,1
2020-04-29 17:00:00+00,-1.479222,53.472998,63,1,5,1,2,45,2,1,1,1
2020-04-29 18:00:00+00,-1.443584,53.370838,49,1,5,1,2,45,2,1,1,1
2020-04-29 18:00:00+00,-1.473,53.37502,38,1,4,1,1,45,2,1,1,1
2020-04-29 18:00:00+00,-1.480982,53.516288,49,1,4,1,1,45,2,1,2,1
2020-04-29 19:00:00+00,-1.480823,53.431708,53,1,5,1,1,45,2,1,2,1
2020-04-29 21:00:00+00,-1.436527,53.375914,40,1,3,1,2,45,2,1,1,2
2020-04-29 21:00:00+00,-1.503728,53.373132,74,1,2,1,2,45,2,1,2,2
2020-04-29 22:00:00+00,-1.475613,53.410269,23,1,1,1,1,45,2,1,2,1
2020-04-29 22:00:00+00,-1.48113,53.392319,38,1,1,1,2,45,2,1,2,1
2020-04-29 22:00:00+00,-1.44225,53.380168,65,1,2,1,1,45,2,1,2,1
2020-04-29 22:00:00+00,-1.43881,53.380535,26,1,2,1,1,45,2,1,1,1
2020-04-29 10:00:00+00,-1.480851,53.493058,28,1,2,2,2,45,2,1,1,1
2020-04-29 11:00:00+00,-1.479351,53.514818,47,1,5,2,2,45,2,1,1,2
2020-04-29 11:00:00+00,-1.479491,53.442768,62,1,2,2,2,45,2,1,1,1
2020-04-29 12:00:00+00,-1.475389,53.419519,79,1,2,2,2,45,2,1,2,2
2020-04-29 14:00:00+00,-1.479822,53.394418,50,1,5,2,2,45,2,1,2,1
2020-04-29 15:00:00+00,-1.479232,53.381278,40,1,1,2,1,45,2,1,1,1
2020-04-29 16:00:00+00,-1.480164,53.463118,53,1,1,2,2,45,2,1,1,1
2020-04-29 17:00:00+00,-1.480696,53.434108,21,1,1,2,2,45,2,1,2,1
2020-04-29 17:00:00+00,-1.479945,53.420498,56,1,1,2,1,45,2,2,1,1
2020-04-29 10:00:00+00,-1.480101,53.507688,47,1,4,3,1,45,2,1,1,1
2020-04-29 14:00:00+00,-1.479938,53.489658,65,1,4,3,2,45,2,1,2,1
2020-04-29 16:00:00+00,-1.475811,53.398729,50,1,5,3,2,45,2,1,2,1
2020-04-29 00:00:00+00,-1.474927,53.427479,75,1,2,1,2,46,2,1,1,1
2020-04-29 00:00:00+00,-1.474822,53.408029,47,1,1,1,1,46,2,1,2,1
2020-04-29 00:00:00+00,-1.475357,53.397699,45,1,5,1,2,46,2,1,1,1
2020-04-29 00:00:00+00,-1.479747,53.458238,64,1,5,1,1,46,2,1,1,1
2020-04-29 00:00:00+00,-1.493221,53.390055,24,1,4,1,2,46,2,2,1,1
2020-04-29 00:00:00+00,-1.486709,53.377863,60,1,2,1,1,46,2,1,1,1
2020-04-29 00:00:00+00,-1.461402,53.392275,37,1,2,1,2,46,2,1,2,1
2020-04-29 01:00:00+00,-1.493406,53.387483,22,1,2,1,2,46,2,1,2,1
2020-04-29 01:00:00+00,-1.472984,53.387217,33,1,4,1,2,46,2,1,1,1
2020-04-29 02:00:00+00,-1.505554,53.375014,23,1,5,1,2,46,2,1,2,1
2020-04-29 03:00:00+00,-1.475354,53.418429,36,1,1,1,2,46,2,1,2,1
2020-04-29 04:00:00+00,-1.479274,53.428168,43,1,4,1,2,46,2,1,1,1
2020-04-29 04:00:00+00,-1.481893,53.373286,47,1,2,1,2,46,2,1,1,1
2020-04-29 05:00:00+00,-1.490417,53.38583,74,1,1,1,1,46,2,1,1,2
2020-04-29 06:00:00+00,-1.480553,53.413148,59,1,3,1,2,46,2,1,2,1
2020-04-29 07:00:00+00,-1.475309,53.408049,36,1,3,1,1,46,2,1,1,1
2020-04-29 07:00:00+00,-1.513696,53.381376,52,1,5,1,2,46,2,1,1,1
2020-04-29 07:00:00+00,-1.465413,53.386682,25,1,1,1,1,46,2,1,2,1
2020-04-29 07:00:00+00,-1.49808,53.383824,25,1,3,1,1,46,2,1,1,1
2020-04-29 09:00:00+00,-1.435913,53.381833,46,1,5,1,2,46,2,2,1,1
2020-04-29 10:00:00+00,-1.499851,53.369283,31,1,3,1,1,46,2,1,1,2
2020-04-29 10:00:00+00,-1.453629,53.379414,63,1,3,1,2,46,2,1,2,2
2020-04-29 10:00:00+00,-1.479981,53.471798,38,1,3,1,1,46,2,1,2,1
2020-04-29 10:00:00+00,-1.47986,53.512618,50,1,4,1,2,46,2,1,1,1
2020-04-29 11:00:00+00,-1.480067,53.461758,21,1,1,1,2,46,2,1,2,1
2020-04-29 11:00:00+00,-1.480577,53.413388,54,1,1,1,1,46,2,1,2,1
2020-04-29 11:00:00+00,-1.479196,53.474708,50,1,1,1,1,46,2,1,2,1
2020-04-29 11:00:00+00,-1.480124,53.389588,54,1,5,1,2,46,2,1,1,1
2020-04-29 12:00:00+00,-1.441042,53.372776,73,1,2,1,2,46,2,1,2,1
2020-04-29 12:00:00+00,-1.479924,53.392548,50,1,2,1,1,46,2,1,2,1
2020-04-29 13:00:00+00,-1.43599,53.388281,81,1,2,1,1,46,2,1,2,1
2020-04-29 14:00:00+00,-1.481231,53.374748,30,1,3,1,2,46,2,1,2,1
2020-04-29 14:00:00+00,-1.479792,53.420768,27,1,5,1,1,46,2,2,2,1
2020-04-29 15:00:00+00,-1.469942,53.369799,79,1,2,1,2,46,2,1,2,1
2020-04-29 15:00:00+00,-1.478346,53.387333,75,1,5,1,2,46,2,1,2,1
2020-04-29 15:00:00+00,-1.480494,53.379308,69,1,1,1,1,46,2,1,1,1
2020-04-29 16:00:00+00,-1.458653,53.390748,64,1,4,1,1,46,2,1,2,2
2020-04-29 17:00:00+00,-1.498786,53.37647,55,1,5,1,2,46,2,1,2,1
2020-04-29 17:00:00+00,-1.438508,53.381827,59,1,5,1,2,46,2,1,1,1
2020-04-29 17:00:00+00,-1.480453,53.457708,57,1,5,1,2,46,2,1,1,1
2020-04-29 17:00:00+00,-1.479364,53.394728,53,1,3,1,1,46,2,1,2,1
2020-04-29 18:00:00+00,-1.513228,53.373633,60,1,2,1,1,46,2,1,2,1
2020-04-29 18:00:00+00,-1.480774,53.485008,66,1,5,1,1,46,2,1,2,1
2020-04-29 19:00:00+00,-1.480772,53.515748,31,1,2,1,2,46,2,1,2,1
2020-04-29 19:00:00+00,-1.480977,53.489478,46,1,5,1,1,46,2,1,1,1
2020-04-29 19:00:00+00,-1.480059,53.454838,56,1,2,1,2,46,2,1,1,1
2020-04-29 20:00:00+00,-1.480478,53.474608,65,1,2,1,2,46,2,1,2,1
2020-04-29 20:00:00+00,-1.480044,53.375608,20,1,5,1,2,46,2,1,1,1
2020-04-29 20:00:00+00,-1.504496,53.37681,51,1,2,1,2,46,2,1,1,1
2020-04-29 21:00:00+00,-1.475328,53.419859,36,1,5,1,1,46,2,1,1,1
2020-04-29 21:00:00+00,-1.47489,53.419079,62,1,4,1,2,46,2,1,1,1
2020-04-29 21:00:00+00,-1.436893,53.368755,32,1,5,1,2,46,2,1,2,1
2020-04-29 21:00:00+00,-1.481057,53.386909,39,1,2,1,1,46,2,1,2,1
2020-04-29 21:00:00+00,-1.44675,53.368737,29,1,1,1,1,46,2,1,1,1
2020-04-29 21:00:00+00,-1.50068,53.385057,56,1,2,1,2,46,2,1,2,1
2020-04-29 21:00:00+00,-1.451243,53.382598,53,1,3,1,1,46,2,1,2,1
2020-04-29 21:00:00+00,-1.45199,53.372528,42,1,3,1,2,46,2,1,1,1
2020-04-29 22:00:00+00,-1.482528,53.372767,39,1,1,1,2,46,2,1,2,1
2020-04-29 23:00:00+00,-1.470461,53.38342,61,1,2,1,1,46,2,1,2,1
2020-04-29 23:00:00+00,-1.487273,53.370796,63,1,2,1,2,46,2,1,1,2
2020-04-29 09:00:00+00,-1.479518,53.443478,54,1,4,2,2,46,2,1,2,1
2020-04-29 09:00:00+00,-1.475376,53.387879,54,1,5,2,2,46,2,1,2,1
2020-04-29 10:00:00+00,-1.480947,53.475118,18,1,2,2,1,46,2,1,1,1
2020-04-29 10:00:00+00,-1.475524,53.375009,79,1,5,2,2,46,2,1,2,1
2020-04-29 11:00:00+00,-1.48103,53.404988,29,1,5,2,1,46,2,1,2,1
2020-04-29 13:00:00+00,-1.479469,53.439548,60,1,5,2,2,46,2,1,2,1
2020-04-29 13:00:00+00,-1.479894,53.479288,16,1,4,2,1,46,2,1,1,1
2020-04-29 13:00:00+00,-1.47935,53.466728,41,1,4,2,1,46,2,1,1,1
2020-04-29 13:00:00+00,-1.475093,53.410249,63,1,1,2,2,46,2,1,2,1
2020-04-29 15:00:00+00,-1.48067,53.515408,22,1,4,2,1,46,2,1,1,1
2020-04-29 15:00:00+00,-1.479337,53.382328,85,1,1,2,1,46,2,1,1,1
2020-04-29 16:00:00+00,-1.480988,53.519498,32,1,4,2,2,46,2,1,1,1
2020-04-29 16:00:00+00,-1.474805,53.395779,21,1,1,2,2,46,2,1,1,2
2020-04-29 16:00:00+00,-1.47567,53.412599,76,1,4,2,1,46,2,1,2,1
2020-04-29 17:00:00+00,-1.480696,53.389878,47,1,3,2,1,46,2,1,1,1
2020-04-29 17:00:00+00,-1.475466,53.402119,37,1,3,2,1,46,2,1,2,1
2020-04-29 10:00:00+00,-1.475936,53.434049,16,1,3,3,1,46,2,1,2,1
2020-04-29 00:00:00+00,-1.479028,53.482838,67,1,3,1,2,47,2,1,1,1
2020-04-29 00:00:00+00,-1.490826,53.370589,69,1,1,1,1,47,2,1,1,1
2020-04-29 01:00:00+00,-1.50068,53.385057,50,1,3,1,2,47,2,1,1,1
2020-04-29 02:00:00+00,-1.474983,53.382011,29,1,5,1,2,47,2,1,2,1
2020-04-29 03:00:00+00,-1.475229,53.411119,45,1,2,1,2,47,2,1,1,1
2020-04-29 03:00:00+00,-1.503728,53.373132,23,1,1,1,1,47,2,1,1,1
2020-04-29 03:00:00+00,-1.464535,53.391376,27,1,1,1,1,47,2,1,1,1
2020-04-29 06:00:00+00,-1.451893,53.375503,21,1,1,1,2,47,2,1,1,1
2020-04-29 07:00:00+00,-1.479269,53.385498,68,1,5,1,2,47,2,1,2,2
2020-04-29 07:00:00+00,-1.43713,53.384827,22,1,4,1,2,47,2,1,2,1
2020-04-29 08:00:00+00,-1.480086,53.38622,31,1,3,1,1,47,2,1,2,1
2020-04-29 08:00:00+00,-1.480473,53.478338,38,1,3,1,2,47,2,1,2,1
2020-04-29 08:00:00+00,-1.480911,53.456058,38,1,5,1,2,47,2,1,2,1
2020-04-29 09:00:00+00,-1.468009,53.374318,79,1,4,1,2,47,2,1,1,2
2020-04-29 09:00:00+00,-1.452665,53.375549,64,1,5,1,2,47,2,1,2,1
2020-04-29 10:00:00+00,-1.446723,53.374944,51,1,4,1,1,47,2,1,2,1
2020-04-29 10:00:00+00,-1.479658,53.470978,49,1,5,1,2,47,2,1,2,1
2020-04-29 11:00:00+00,-1.480902,53.370998,58,1,5,1,1,47,2,1,2,1
2020-04-29 11:00:00+00,-1.47961,53.513958,67,1,1,1,1,47,2,1,1,1
2020-04-29 15:00:00+00,-1.447653,53.37891,21,1,2,1,1,47,2,1,1,1
2020-04-29 16:00:00+00,-1.455461,53.392378,78,1,2,1,1,47,2,1,2,1
2020-04-29 16:00:00+00,-1.447462,53.377058,35,1,1,1,1,47,2,2,1,1
2020-04-29 16:00:00+00,-1.480276,53.499458,31,1,1,1,1,47,2,1,2,1
2020-04-29 16:00:00+00,-1.480003,53.491768,52,1,4,1,2,47,2,1,1,1
2020-04-29 17:00:00+00,-1.449943,53.368793,48,1,3,1,2,47,2,1,1,1
