PIckUpDateTime,Latitude,Longitude,Age,Sex,SpendCat,RedidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-04-29 03:00:00+00,-1.487821,53.379149,37,1,2,1,1,30,2,1,1,1
2020-04-29 03:00:00+00,-1.469357,53.373541,56,2,1,1,1,30,2,1,2,1
2020-04-29 03:00:00+00,-1.463108,53.372828,58,2,2,1,1,30,2,1,2,1
2020-04-29 03:00:00+00,-1.444746,53.370407,76,2,1,1,1,30,2,1,1,1
2020-04-29 04:00:00+00,-1.471316,53.377712,30,2,1,1,1,30,2,1,2,1
2020-04-29 04:00:00+00,-1.520059,53.395062,29,1,3,1,1,30,2,1,2,1
2020-04-29 04:00:00+00,-1.491701,53.388154,49,1,4,1,1,30,2,1,1,1
2020-04-29 05:00:00+00,-1.518386,53.375087,42,2,1,1,1,30,2,1,2,1
2020-04-29 05:00:00+00,-1.512979,53.389902,24,2,5,1,1,30,2,1,2,1
2020-04-29 05:00:00+00,-1.464931,53.395538,49,1,4,1,1,30,2,2,2,1
2020-04-29 05:00:00+00,-1.461811,53.388363,25,2,4,1,1,30,2,1,1,1
2020-04-29 06:00:00+00,-1.439428,53.384178,59,1,3,1,1,30,2,1,2,1
2020-04-29 06:00:00+00,-1.43718,53.366165,26,2,5,1,1,30,2,1,1,1
2020-04-29 07:00:00+00,-1.503521,53.390471,66,2,1,1,1,30,2,1,2,2
2020-04-29 07:00:00+00,-1.509946,53.381958,43,1,5,1,1,30,2,1,1,2
2020-04-29 08:00:00+00,-1.519406,53.364037,83,1,5,1,1,30,2,1,2,2
2020-04-29 09:00:00+00,-1.476448,53.39403,72,1,2,1,1,30,2,1,1,1
2020-04-29 10:00:00+00,-1.423179,53.381212,57,2,5,1,1,30,2,1,1,2
2020-04-29 10:00:00+00,-1.466887,53.472695,38,1,5,1,1,30,2,1,1,2
2020-04-29 11:00:00+00,-1.477656,53.404695,36,1,1,1,1,30,2,1,2,2
2020-04-29 12:00:00+00,-1.50234,53.383663,54,1,5,1,1,30,2,1,2,1
2020-04-29 12:00:00+00,-1.457202,53.492905,27,2,2,1,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.443621,53.382433,33,1,4,1,1,30,2,1,1,2
2020-04-29 13:00:00+00,-1.485012,53.384924,25,2,2,1,1,30,2,1,1,1
2020-04-29 13:00:00+00,-1.478773,53.421595,47,1,4,1,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.463915,53.386685,30,2,3,1,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.464939,53.410075,36,1,3,1,1,30,2,1,1,1
2020-04-29 13:00:00+00,-1.471427,53.466455,23,1,3,1,1,30,2,1,2,1
2020-04-29 14:00:00+00,-1.500705,53.365988,62,2,3,1,1,30,2,1,1,2
2020-04-29 14:00:00+00,-1.443827,53.390093,21,1,1,1,1,30,2,1,1,1
2020-04-29 14:00:00+00,-1.423908,53.36955,22,2,4,1,1,30,2,1,2,1
2020-04-29 14:00:00+00,-1.487767,53.378663,39,1,5,1,1,30,2,1,1,1
2020-04-29 18:00:00+00,-1.478489,53.366668,49,1,2,1,1,30,2,1,2,1
2020-04-29 18:00:00+00,-1.500268,53.371539,43,2,3,1,1,30,2,2,1,2
2020-04-29 19:00:00+00,-1.460572,53.376477,61,1,3,1,1,30,2,1,2,2
2020-04-29 19:00:00+00,-1.484152,53.504085,29,1,2,1,1,30,2,1,2,1
2020-04-29 20:00:00+00,-1.501674,53.372628,85,2,5,1,1,30,2,1,2,1
2020-04-29 21:00:00+00,-1.496646,53.389651,20,1,1,1,1,30,2,1,2,2
2020-04-29 22:00:00+00,-1.500627,53.393891,36,1,5,1,1,30,2,1,2,1
2020-04-29 23:00:00+00,-1.453203,53.373927,69,2,1,1,1,30,2,1,2,2
2020-04-29 23:00:00+00,-1.490865,53.384022,73,1,5,1,1,30,2,2,2,1
2020-04-29 23:00:00+00,-1.49024,53.384274,60,1,5,1,1,30,2,1,2,1
2020-04-29 23:00:00+00,-1.464648,53.368601,51,1,4,1,1,30,2,1,2,1
2020-04-29 09:00:00+00,-1.482768,53.478675,21,2,3,2,1,30,2,1,1,1
2020-04-29 10:00:00+00,-1.469762,53.477255,32,1,5,2,1,30,2,1,1,1
2020-04-29 11:00:00+00,-1.479506,53.443485,58,1,1,2,1,30,2,1,1,1
2020-04-29 11:00:00+00,-1.464948,53.435177,61,1,1,2,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.483237,53.380505,38,2,2,2,1,30,2,1,2,1
2020-04-29 14:00:00+00,-1.457778,53.422345,37,2,3,2,1,30,2,2,1,2
2020-04-29 16:00:00+00,-1.474472,53.467855,52,1,1,2,1,30,2,1,1,1
2020-04-29 16:00:00+00,-1.473041,53.418465,69,2,1,2,1,30,2,1,2,1
2020-04-29 17:00:00+00,-1.46441,53.474785,54,1,1,2,1,30,2,1,1,1
2020-04-29 13:00:00+00,-1.471077,53.401107,37,2,4,3,1,30,2,1,1,1
2020-04-29 14:00:00+00,-1.472336,53.390785,21,1,1,3,1,30,2,1,2,1
2020-04-29 14:00:00+00,-1.465528,53.384157,35,2,3,3,1,30,2,1,2,1
2020-04-29 14:00:00+00,-1.470853,53.450597,75,1,2,3,1,30,2,1,2,1
2020-04-29 15:00:00+00,-1.469438,53.438275,85,2,2,3,1,30,2,1,1,1
2020-04-29 00:00:00+00,-1.509333,53.382857,48,1,1,1,1,31,2,1,2,1
2020-04-29 00:00:00+00,-1.462648,53.393544,75,2,5,1,1,31,2,1,1,1
2020-04-29 00:00:00+00,-1.467105,53.371918,33,1,5,1,1,31,2,1,1,1
2020-04-29 00:00:00+00,-1.437643,53.366342,64,2,4,1,1,31,2,2,2,1
2020-04-29 00:00:00+00,-1.505596,53.371793,68,2,1,1,1,31,2,1,1,1
2020-04-29 00:00:00+00,-1.444746,53.370407,32,2,2,1,1,31,2,1,2,2
2020-04-29 02:00:00+00,-1.421194,53.391272,61,2,2,1,1,31,2,1,2,1
2020-04-29 03:00:00+00,-1.431126,53.394585,38,2,5,1,1,31,2,1,2,1
2020-04-29 03:00:00+00,-1.425559,53.369737,41,1,1,1,1,31,2,1,1,1
2020-04-29 04:00:00+00,-1.521135,53.368283,28,2,1,1,1,31,2,2,2,2
2020-04-29 04:00:00+00,-1.452879,53.389845,48,1,4,1,1,31,2,1,2,1
2020-04-29 04:00:00+00,-1.494325,53.396225,83,1,1,1,1,31,2,1,2,1
2020-04-29 05:00:00+00,-1.461068,53.371203,29,1,2,1,1,31,2,1,1,1
2020-04-29 05:00:00+00,-1.504642,53.381203,35,2,2,1,1,31,2,1,2,1
2020-04-29 05:00:00+00,-1.479061,53.377079,28,1,3,1,1,31,2,1,2,1
2020-04-29 06:00:00+00,-1.490904,53.385961,65,2,4,1,1,31,2,1,1,1
2020-04-29 06:00:00+00,-1.461351,53.365423,42,1,5,1,1,31,2,1,1,1
2020-04-29 08:00:00+00,-1.505991,53.385859,49,2,4,1,1,31,2,1,2,1
2020-04-29 08:00:00+00,-1.477897,53.459535,64,1,3,1,1,31,2,1,1,1
2020-04-29 08:00:00+00,-1.481076,53.425305,72,2,1,1,1,31,2,1,1,1
2020-04-29 09:00:00+00,-1.502728,53.384609,20,1,2,1,1,31,2,1,2,1
2020-04-29 09:00:00+00,-1.475857,53.436615,44,2,2,1,1,31,2,1,2,1
2020-04-29 09:00:00+00,-1.483386,53.373885,43,1,3,1,1,31,2,1,1,1
2020-04-29 11:00:00+00,-1.466506,53.39459,58,2,2,1,1,31,2,1,1,1
2020-04-29 11:00:00+00,-1.514807,53.393974,17,2,2,1,1,31,2,1,2,1
2020-04-29 12:00:00+00,-1.433122,53.373543,76,2,3,1,1,31,2,1,2,1
2020-04-29 13:00:00+00,-1.492642,53.376606,60,1,2,1,1,31,2,1,1,2
2020-04-29 13:00:00+00,-1.461343,53.405795,21,1,3,1,1,31,2,1,2,1
2020-04-29 14:00:00+00,-1.434295,53.380726,46,2,3,1,1,31,2,1,2,1
2020-04-29 14:00:00+00,-1.478323,53.422155,22,1,4,1,1,31,2,1,1,2
2020-04-29 15:00:00+00,-1.504982,53.383379,76,1,5,1,1,31,2,1,1,1
2020-04-29 15:00:00+00,-1.478998,53.406175,45,1,2,1,1,31,2,1,1,1
2020-04-29 15:00:00+00,-1.475908,53.503935,46,2,3,1,1,31,2,2,2,1
2020-04-29 16:00:00+00,-1.42849,53.395975,37,1,5,1,1,31,2,1,1,1
2020-04-29 16:00:00+00,-1.468294,53.375362,33,1,3,1,1,31,2,2,1,1
2020-04-29 16:00:00+00,-1.462707,53.514685,55,1,2,1,1,31,2,1,2,1
2020-04-29 17:00:00+00,-1.484048,53.509835,38,1,1,1,1,31,2,1,2,1
2020-04-29 17:00:00+00,-1.461862,53.471845,45,2,3,1,1,31,2,1,1,1
2020-04-29 17:00:00+00,-1.465153,53.427525,70,2,4,1,1,31,2,2,2,1
2020-04-29 18:00:00+00,-1.463903,53.395865,27,2,4,1,1,31,2,1,2,2
2020-04-29 18:00:00+00,-1.492857,53.377695,28,1,4,1,1,31,2,1,2,2
2020-04-29 18:00:00+00,-1.473822,53.460195,69,1,5,1,1,31,2,1,2,2
2020-04-29 19:00:00+00,-1.482287,53.376232,44,1,4,1,1,31,2,1,2,1
2020-04-29 19:00:00+00,-1.444218,53.389873,26,1,2,1,1,31,2,1,2,1
2020-04-29 19:00:00+00,-1.457024,53.484285,22,1,4,1,1,31,2,1,1,1
2020-04-29 20:00:00+00,-1.495483,53.375578,38,3,4,1,1,31,2,1,1,1
2020-04-29 21:00:00+00,-1.481799,53.385346,52,2,5,1,1,31,2,1,2,2
2020-04-29 22:00:00+00,-1.50489,53.386406,35,2,2,1,1,31,2,1,1,1
2020-04-29 23:00:00+00,-1.507449,53.397181,63,1,4,1,1,31,2,1,1,1
2020-04-29 23:00:00+00,-1.459077,53.366506,20,1,4,1,1,31,2,1,2,1
2020-04-29 23:00:00+00,-1.426598,53.375831,58,2,5,1,1,31,2,1,2,1
2020-04-29 23:00:00+00,-1.509128,53.380695,28,2,2,1,1,31,2,1,2,1
2020-04-29 09:00:00+00,-1.475716,53.391505,30,2,3,2,1,31,2,1,2,1
2020-04-29 09:00:00+00,-1.466952,53.441227,42,2,1,2,1,31,2,1,2,1
2020-04-29 11:00:00+00,-1.478339,53.438065,65,2,4,2,1,31,2,1,1,1
2020-04-29 11:00:00+00,-1.472912,53.394335,27,2,4,2,1,31,2,1,1,1
2020-04-29 11:00:00+00,-1.474351,53.420187,19,3,1,2,1,31,2,1,2,2
2020-04-29 12:00:00+00,-1.460155,53.441965,62,2,5,2,1,31,2,1,2,1
2020-04-29 12:00:00+00,-1.469938,53.405187,58,2,3,2,1,31,2,1,1,1
2020-04-29 15:00:00+00,-1.474765,53.446845,61,1,1,2,1,31,2,1,1,1
2020-04-29 15:00:00+00,-1.472559,53.468225,37,1,5,2,1,31,2,1,2,1
2020-04-29 16:00:00+00,-1.469282,53.485685,74,1,4,2,1,31,2,1,1,1
2020-04-29 16:00:00+00,-1.470214,53.379247,83,2,1,2,1,31,2,1,2,1
2020-04-29 16:00:00+00,-1.473773,53.429297,65,1,3,3,1,31,2,2,2,2
2020-04-29 00:00:00+00,-1.473506,53.378141,57,1,3,1,1,32,2,1,2,1
2020-04-29 01:00:00+00,-1.490904,53.385961,57,2,4,1,1,32,2,1,2,1
2020-04-29 01:00:00+00,-1.42237,53.367072,79,1,4,1,1,32,2,1,1,2
2020-04-29 03:00:00+00,-1.417689,53.395744,16,1,3,1,1,32,2,1,2,1
2020-04-29 04:00:00+00,-1.459461,53.37498,63,1,1,1,1,32,2,1,1,1
2020-04-29 04:00:00+00,-1.424353,53.383424,79,2,1,1,1,32,2,1,2,1
2020-04-29 04:00:00+00,-1.473439,53.392026,33,2,4,1,1,32,2,1,1,1
2020-04-29 04:00:00+00,-1.490007,53.379005,54,2,1,1,1,32,2,1,2,1
2020-04-29 05:00:00+00,-1.518264,53.386856,45,1,4,1,1,32,2,2,1,1
2020-04-29 07:00:00+00,-1.417529,53.369451,20,2,3,1,1,32,2,2,2,1
2020-04-29 08:00:00+00,-1.468323,53.382795,44,1,2,1,1,32,2,1,2,1
2020-04-29 08:00:00+00,-1.478809,53.379625,70,1,1,1,1,32,2,1,2,1
2020-04-29 09:00:00+00,-1.472731,53.453185,65,1,1,1,1,32,2,2,2,1
2020-04-29 11:00:00+00,-1.43268,53.388709,76,2,2,1,1,32,2,1,1,1
2020-04-29 12:00:00+00,-1.463894,53.495055,61,2,3,1,1,32,2,1,1,1
2020-04-29 12:00:00+00,-1.472725,53.411415,18,2,4,1,1,32,2,1,2,1
2020-04-29 13:00:00+00,-1.474781,53.388105,35,1,3,1,1,32,2,1,2,1
2020-04-29 15:00:00+00,-1.469712,53.396175,44,1,3,1,1,32,2,1,1,1
2020-04-29 15:00:00+00,-1.4836,53.473235,52,1,5,1,1,32,2,1,2,1
2020-04-29 16:00:00+00,-1.41746,53.388002,40,3,4,1,1,32,2,1,2,1
2020-04-29 17:00:00+00,-1.469261,53.422825,21,1,2,1,1,32,2,2,2,1
2020-04-29 18:00:00+00,-1.463313,53.420915,24,1,2,1,1,32,2,1,1,1
2020-04-29 19:00:00+00,-1.519458,53.374105,62,2,5,1,1,32,2,1,1,2
2020-04-29 19:00:00+00,-1.457485,53.386933,19,2,4,1,1,32,2,1,2,1
2020-04-29 20:00:00+00,-1.445466,53.375427,65,1,1,1,1,32,2,1,1,1
2020-04-29 20:00:00+00,-1.510626,53.389139,78,2,2,1,1,32,2,1,1,1
2020-04-29 20:00:00+00,-1.485084,53.365599,21,1,1,1,1,32,2,2,2,2
2020-04-29 21:00:00+00,-1.515393,53.388754,30,3,4,1,1,32,2,1,2,1
2020-04-29 21:00:00+00,-1.428835,53.380298,37,1,2,1,1,32,2,1,2,2
2020-04-29 21:00:00+00,-1.503652,53.382404,37,2,3,1,1,32,2,1,2,2
2020-04-29 22:00:00+00,-1.435654,53.36548,83,1,3,1,1,32,2,1,1,1
2020-04-29 23:00:00+00,-1.487821,53.379149,37,2,3,1,1,32,2,1,1,1
2020-04-29 23:00:00+00,-1.480058,53.382491,30,2,4,1,1,32,2,1,2,1
2020-04-29 09:00:00+00,-1.466444,53.429145,45,1,2,2,1,32,2,1,2,1
2020-04-29 09:00:00+00,-1.482372,53.449555,44,2,4,2,1,32,2,1,1,1
2020-04-29 10:00:00+00,-1.471258,53.494865,16,2,5,2,1,32,2,1,1,1
2020-04-29 11:00:00+00,-1.4828,53.415655,35,2,2,2,1,32,2,1,1,2
2020-04-29 11:00:00+00,-1.464511,53.462835,56,1,5,2,1,32,2,2,2,2
2020-04-29 12:00:00+00,-1.481049,53.399515,58,2,1,2,1,32,2,1,2,1
2020-04-29 12:00:00+00,-1.47264,53.391397,85,1,4,2,1,32,2,1,1,1
2020-04-29 13:00:00+00,-1.461973,53.444855,41,1,3,2,1,32,2,1,2,2
2020-04-29 13:00:00+00,-1.472041,53.432635,50,1,1,2,1,32,2,1,2,1
2020-04-29 14:00:00+00,-1.468929,53.412235,23,2,4,2,1,32,2,1,1,1
2020-04-29 14:00:00+00,-1.472089,53.430977,19,2,2,2,1,32,2,1,2,1
2020-04-29 15:00:00+00,-1.47028,53.379875,22,1,5,2,1,32,2,1,1,2
2020-04-29 16:00:00+00,-1.473887,53.388855,24,2,4,2,1,32,2,1,2,1
2020-04-29 17:00:00+00,-1.465541,53.408945,70,2,4,2,1,32,2,1,2,1
2020-04-29 10:00:00+00,-1.47294,53.416837,21,2,3,3,1,32,2,1,1,1
2020-04-29 13:00:00+00,-1.470828,53.428795,30,2,5,3,1,32,2,1,2,1
2020-04-29 13:00:00+00,-1.474768,53.452707,53,1,1,3,1,32,2,1,1,2
2020-04-29 14:00:00+00,-1.474378,53.381897,74,1,1,3,1,32,2,1,2,1
2020-04-29 15:00:00+00,-1.482289,53.393825,77,2,1,3,1,32,2,2,1,1
2020-04-29 00:00:00+00,-1.45895,53.380876,42,2,4,1,1,33,2,1,1,1
2020-04-29 01:00:00+00,-1.476829,53.370483,32,2,1,1,1,33,2,1,1,1
2020-04-29 02:00:00+00,-1.428701,53.394665,50,2,4,1,1,33,2,1,2,1
2020-04-29 02:00:00+00,-1.474697,53.385752,84,2,5,1,1,33,2,1,2,1
2020-04-29 03:00:00+00,-1.515393,53.388754,57,2,1,1,1,33,2,1,1,1
2020-04-29 03:00:00+00,-1.471989,53.385654,27,2,2,1,1,33,2,1,2,1
2020-04-29 04:00:00+00,-1.513639,53.380093,31,2,5,1,1,33,2,1,2,1
2020-04-29 04:00:00+00,-1.450204,53.372731,34,2,2,1,1,33,2,1,1,1
2020-04-29 04:00:00+00,-1.422177,53.380791,19,1,4,1,1,33,2,1,2,1
2020-04-29 05:00:00+00,-1.429229,53.395221,68,1,3,1,1,33,2,1,1,1
2020-04-29 05:00:00+00,-1.509946,53.381958,23,2,4,1,1,33,2,1,1,1
2020-04-29 05:00:00+00,-1.446714,53.395969,27,2,5,1,1,33,2,1,2,1
2020-04-29 08:00:00+00,-1.464451,53.397705,45,1,3,1,1,33,2,1,2,2
2020-04-29 09:00:00+00,-1.463637,53.415065,33,2,4,1,1,33,2,1,1,1
2020-04-29 10:00:00+00,-1.482544,53.394345,62,1,3,1,1,33,2,1,1,1
2020-04-29 11:00:00+00,-1.482054,53.451365,23,2,5,1,1,33,2,1,2,1
2020-04-29 12:00:00+00,-1.478685,53.369027,54,2,1,1,1,33,2,1,1,1
2020-04-29 12:00:00+00,-1.474607,53.485435,61,1,3,1,1,33,2,1,1,1
2020-04-29 13:00:00+00,-1.466241,53.442975,55,1,1,1,1,33,2,1,1,1
2020-04-29 13:00:00+00,-1.457166,53.468535,34,1,5,1,1,33,2,1,1,1
2020-04-29 13:00:00+00,-1.477116,53.467645,42,2,3,1,1,33,2,1,1,1
2020-04-29 13:00:00+00,-1.482962,53.431095,77,2,5,1,1,33,2,1,2,1
2020-04-29 14:00:00+00,-1.428562,53.365993,40,1,3,1,1,33,2,1,2,1
2020-04-29 14:00:00+00,-1.480201,53.431525,85,2,5,1,1,33,2,1,2,2
2020-04-29 14:00:00+00,-1.478734,53.423465,56,2,1,1,1,33,2,1,1,1
2020-04-29 14:00:00+00,-1.479716,53.438265,33,1,2,1,1,33,2,1,2,1
2020-04-29 15:00:00+00,-1.469772,53.410775,81,2,4,1,1,33,2,1,1,1
2020-04-29 16:00:00+00,-1.496182,53.385476,55,3,3,1,1,33,2,1,1,2
2020-04-29 17:00:00+00,-1.492431,53.368307,36,3,5,1,1,33,2,1,2,1
2020-04-29 17:00:00+00,-1.458125,53.428915,53,2,2,1,1,33,2,2,1,1
2020-04-29 19:00:00+00,-1.443812,53.381378,43,1,1,1,1,33,2,1,2,1
2020-04-29 19:00:00+00,-1.484275,53.36684,30,2,5,1,1,33,2,1,2,1
2020-04-29 19:00:00+00,-1.462508,53.418895,44,1,4,1,1,33,2,1,1,1
2020-04-29 20:00:00+00,-1.489239,53.386413,33,1,4,1,1,33,2,1,2,1
2020-04-29 21:00:00+00,-1.458569,53.375626,18,2,4,1,1,33,2,1,1,1
2020-04-29 21:00:00+00,-1.492495,53.393973,46,1,4,1,1,33,2,1,2,1
2020-04-29 21:00:00+00,-1.44282,53.381868,32,2,5,1,1,33,2,1,1,1
2020-04-29 21:00:00+00,-1.449837,53.390964,53,1,5,1,1,33,2,1,1,1
2020-04-29 22:00:00+00,-1.446746,53.380215,81,1,1,1,1,33,2,1,1,1
2020-04-29 22:00:00+00,-1.443194,53.373501,27,1,4,1,1,33,2,1,1,1
2020-04-29 22:00:00+00,-1.512102,53.369118,18,2,4,1,1,33,2,1,1,1
2020-04-29 22:00:00+00,-1.509128,53.380695,71,2,1,1,1,33,2,1,2,1
2020-04-29 23:00:00+00,-1.459461,53.37498,32,2,2,1,1,33,2,1,2,1
2020-04-29 23:00:00+00,-1.514193,53.378894,49,1,2,1,1,33,2,1,2,1
2020-04-29 23:00:00+00,-1.480327,53.373649,25,2,1,1,1,33,2,2,1,1
2020-04-29 09:00:00+00,-1.475062,53.377385,48,1,2,2,1,33,2,1,1,1
2020-04-29 09:00:00+00,-1.478998,53.383215,85,1,1,2,1,33,2,1,1,1
2020-04-29 09:00:00+00,-1.467191,53.395757,49,1,2,2,1,33,2,1,2,1
2020-04-29 10:00:00+00,-1.465024,53.423365,18,1,5,2,1,33,2,1,1,1
2020-04-29 10:00:00+00,-1.46618,53.391287,63,1,2,2,1,33,2,1,2,1
2020-04-29 12:00:00+00,-1.467864,53.418157,27,2,3,2,1,33,2,1,2,1
2020-04-29 14:00:00+00,-1.458491,53.459815,39,2,2,2,1,33,2,1,1,1
2020-04-29 14:00:00+00,-1.462413,53.465075,20,1,5,2,1,33,2,1,2,1
2020-04-29 15:00:00+00,-1.467275,53.449047,25,2,5,2,1,33,2,1,2,1
2020-04-29 16:00:00+00,-1.478968,53.425655,71,2,4,2,1,33,2,1,1,2
2020-04-29 16:00:00+00,-1.470594,53.508335,42,2,1,2,1,33,2,1,2,1
2020-04-29 17:00:00+00,-1.465083,53.451757,31,2,4,2,1,33,2,1,2,1
2020-04-29 10:00:00+00,-1.459535,53.494545,48,1,2,3,1,33,2,1,2,1
2020-04-29 11:00:00+00,-1.471902,53.480925,16,2,1,3,1,33,2,1,2,1
2020-04-29 16:00:00+00,-1.471321,53.457325,28,1,5,3,1,33,2,1,1,1
2020-04-29 00:00:00+00,-1.515631,53.381809,30,2,4,1,1,34,2,2,2,1
2020-04-29 01:00:00+00,-1.429798,53.366835,39,3,5,1,1,34,2,1,2,2
2020-04-29 01:00:00+00,-1.464931,53.395538,51,2,3,1,1,34,2,1,2,1
2020-04-29 02:00:00+00,-1.487728,53.380578,51,1,4,1,1,34,2,1,1,1
2020-04-29 02:00:00+00,-1.477476,53.376253,38,2,5,1,1,34,2,1,1,1
2020-04-29 03:00:00+00,-1.513283,53.391672,27,1,2,1,1,34,2,2,1,1
2020-04-29 03:00:00+00,-1.44282,53.381868,63,2,3,1,1,34,2,2,2,1
2020-04-29 04:00:00+00,-1.431126,53.394585,48,2,4,1,1,34,2,2,2,2
2020-04-29 05:00:00+00,-1.489236,53.378622,39,1,1,1,1,34,2,1,2,1
2020-04-29 06:00:00+00,-1.467331,53.364452,48,1,2,1,1,34,2,1,1,1
2020-04-29 06:00:00+00,-1.430569,53.38152,63,1,1,1,1,34,2,1,2,1
2020-04-29 07:00:00+00,-1.42382,53.372,19,1,3,1,1,34,2,1,1,1
2020-04-29 07:00:00+00,-1.45453,53.379231,83,1,2,1,1,34,2,2,2,1
2020-04-29 08:00:00+00,-1.473838,53.410295,23,2,1,1,1,34,2,1,2,1
2020-04-29 09:00:00+00,-1.502714,53.369536,27,2,1,1,1,34,2,1,2,1
2020-04-29 10:00:00+00,-1.51498,53.377424,40,2,5,1,1,34,2,1,2,1
2020-04-29 10:00:00+00,-1.459878,53.386582,22,1,3,1,1,34,2,1,2,1
2020-04-29 10:00:00+00,-1.479194,53.460485,51,1,2,1,1,34,2,1,1,1
2020-04-29 10:00:00+00,-1.463663,53.458465,32,2,4,1,1,34,2,1,2,1
2020-04-29 10:00:00+00,-1.476555,53.396725,21,2,3,1,1,34,2,1,2,1
2020-04-29 11:00:00+00,-1.479692,53.380435,55,2,2,1,1,34,2,1,2,1
2020-04-29 11:00:00+00,-1.462085,53.423405,55,1,4,1,1,34,2,1,2,1
2020-04-29 11:00:00+00,-1.470663,53.446545,65,1,4,1,1,34,2,1,1,1
2020-04-29 12:00:00+00,-1.510823,53.394276,52,2,5,1,1,34,2,1,1,1
2020-04-29 12:00:00+00,-1.464841,53.365774,51,1,4,1,1,34,2,1,1,1
2020-04-29 12:00:00+00,-1.483333,53.509495,69,2,2,1,1,34,2,1,1,1
2020-04-29 13:00:00+00,-1.482351,53.392807,24,1,5,1,1,34,2,1,1,2
2020-04-29 13:00:00+00,-1.469453,53.379672,80,2,2,1,1,34,2,1,2,1
2020-04-29 13:00:00+00,-1.421005,53.367329,73,2,3,1,1,34,2,1,1,1
2020-04-29 13:00:00+00,-1.466047,53.452715,71,1,5,1,1,34,2,1,2,1
2020-04-29 13:00:00+00,-1.475926,53.419085,55,1,5,1,1,34,2,1,1,1
2020-04-29 14:00:00+00,-1.448429,53.394659,27,1,5,1,1,34,2,1,1,1
2020-04-29 14:00:00+00,-1.441254,53.373083,29,2,2,1,1,34,2,1,1,1
2020-04-29 14:00:00+00,-1.476606,53.471095,75,2,1,1,1,34,2,2,2,1
2020-04-29 14:00:00+00,-1.479978,53.465925,41,1,2,1,1,34,2,1,1,1
2020-04-29 14:00:00+00,-1.466624,53.422645,37,1,3,1,1,34,2,1,2,1
2020-04-29 15:00:00+00,-1.425881,53.366409,52,1,3,1,1,34,2,1,1,1
2020-04-29 15:00:00+00,-1.473425,53.431555,63,2,4,1,1,34,2,1,1,1
2020-04-29 16:00:00+00,-1.456176,53.382033,58,2,4,1,1,34,2,1,1,1
2020-04-29 17:00:00+00,-1.473425,53.395745,50,1,2,1,1,34,2,1,2,1
2020-04-29 17:00:00+00,-1.486592,53.373731,61,1,1,1,1,34,2,1,2,1
2020-04-29 17:00:00+00,-1.434166,53.383084,82,1,4,1,1,34,2,1,2,1
2020-04-29 17:00:00+00,-1.47507,53.390515,66,2,2,1,1,34,2,1,1,1
2020-04-29 17:00:00+00,-1.471288,53.507345,63,2,5,1,1,34,2,1,2,1
2020-04-29 18:00:00+00,-1.44429,53.382574,43,1,5,1,1,34,2,1,1,1
2020-04-29 18:00:00+00,-1.433069,53.368237,37,1,2,1,1,34,2,1,1,1
2020-04-29 18:00:00+00,-1.468068,53.460895,64,2,4,1,1,34,2,1,2,1
2020-04-29 19:00:00+00,-1.461609,53.370731,78,1,4,1,1,34,2,2,1,1
2020-04-29 19:00:00+00,-1.483051,53.505605,61,2,1,1,1,34,2,1,2,1
2020-04-29 20:00:00+00,-1.455758,53.388719,16,2,5,1,1,34,2,1,2,1
2020-04-29 21:00:00+00,-1.485763,53.38519,37,1,5,1,1,34,2,1,2,1
2020-04-29 21:00:00+00,-1.445911,53.378539,54,2,3,1,1,34,2,2,1,1
2020-04-29 21:00:00+00,-1.442125,53.380361,72,1,3,1,1,34,2,1,2,1
2020-04-29 22:00:00+00,-1.442575,53.370532,65,1,3,1,1,34,2,1,1,1
2020-04-29 23:00:00+00,-1.440611,53.393693,19,1,3,1,1,34,2,1,1,1
2020-04-29 23:00:00+00,-1.485581,53.389144,48,3,2,1,1,34,2,1,1,1
2020-04-29 09:00:00+00,-1.465973,53.396035,20,1,5,2,1,34,2,1,1,1
2020-04-29 09:00:00+00,-1.459591,53.377945,54,1,4,2,1,34,2,1,2,1
2020-04-29 09:00:00+00,-1.473552,53.387697,51,1,3,2,1,34,2,1,2,1
2020-04-29 10:00:00+00,-1.461248,53.423055,51,1,5,2,1,34,2,1,1,2
2020-04-29 10:00:00+00,-1.469325,53.471345,85,1,5,2,1,34,2,1,2,1
2020-04-29 12:00:00+00,-1.458606,53.384615,63,2,5,2,1,34,2,1,2,1
2020-04-29 13:00:00+00,-1.474011,53.441885,59,2,2,2,1,34,2,1,1,1
2020-04-29 13:00:00+00,-1.480163,53.480995,23,1,4,2,1,34,2,1,2,1
2020-04-29 13:00:00+00,-1.471445,53.390767,59,2,4,2,1,34,2,2,2,1
2020-04-29 14:00:00+00,-1.471823,53.457995,29,2,5,2,1,34,2,1,2,1
2020-04-29 15:00:00+00,-1.481191,53.466125,26,1,4,2,1,34,2,1,2,1
2020-04-29 15:00:00+00,-1.470802,53.387367,61,1,3,2,1,34,2,1,2,1
2020-04-29 17:00:00+00,-1.472448,53.492515,60,2,1,2,1,34,2,1,1,1
