PickUpDateTime,Latitude,Longitude,Age,Sex,SpendCat,RedidentCat,AppleAndorid,NetworkFlag,NetworkProvider,PrePaidPostPaid,ActivePassive,VoiceData
2020-04-29 19:00:00+00,-1.314624,53.312964,59,1,5,1,1,26,1,1,2,1
2020-04-29 19:00:00+00,-1.457676,53.384784,47,1,5,1,1,26,1,2,2,1
2020-04-29 19:00:00+00,-1.458096,53.382323,33,1,2,1,1,26,1,1,1,1
2020-04-29 20:00:00+00,-1.451118,53.323526,85,2,5,1,1,26,1,1,2,1
2020-04-29 20:00:00+00,-1.529487,53.325364,61,1,5,1,1,26,1,1,2,1
2020-04-29 21:00:00+00,-1.129734,53.453461,34,2,5,1,1,26,1,1,1,1
2020-04-29 21:00:00+00,-1.282472,53.405408,18,1,5,1,1,26,1,2,2,1
2020-04-29 21:00:00+00,-1.410138,53.421781,26,1,2,1,1,26,1,1,1,1
2020-04-29 21:00:00+00,-1.347148,53.422169,20,2,2,1,1,26,1,1,2,2
2020-04-29 22:00:00+00,-1.463318,53.433999,35,1,3,1,1,26,1,1,1,1
2020-04-29 22:00:00+00,-1.369629,53.364055,50,1,5,1,1,26,1,2,2,1
2020-04-29 23:00:00+00,-1.491724,53.459072,46,1,3,1,1,26,1,1,1,1
2020-04-29 23:00:00+00,-1.443902,53.405998,24,1,4,1,1,26,1,1,2,1
2020-04-29 09:00:00+00,-1.46637,53.37941,61,2,1,2,1,26,1,1,1,1
2020-04-29 10:00:00+00,-1.472912,53.382029,63,1,2,2,1,26,1,1,1,1
2020-04-29 10:00:00+00,-1.468274,53.385267,21,2,5,2,1,26,1,1,2,1
2020-04-29 10:00:00+00,-1.468396,53.373998,44,1,2,2,1,26,1,1,1,1
2020-04-29 10:00:00+00,-1.470166,53.376705,69,1,1,2,1,26,1,1,1,1
2020-04-29 13:00:00+00,-1.471487,53.463485,49,2,1,2,1,26,1,2,1,2
2020-04-29 13:00:00+00,-1.473761,53.379181,76,2,1,2,1,26,1,1,2,1
2020-04-29 13:00:00+00,-1.466733,53.383707,53,1,2,2,1,26,1,1,2,1
2020-04-29 14:00:00+00,-1.470076,53.367174,68,2,3,2,1,26,1,2,2,1
2020-04-29 15:00:00+00,-1.470358,53.379308,17,1,3,2,1,26,1,1,1,2
2020-04-29 15:00:00+00,-1.465624,53.380138,58,1,3,2,1,26,1,1,1,1
2020-04-29 17:00:00+00,-1.474253,53.406349,24,1,4,2,1,26,1,2,2,1
2020-04-29 17:00:00+00,-1.473042,53.376502,69,2,3,2,1,26,1,1,1,1
2020-04-29 17:00:00+00,-1.469505,53.376721,84,1,5,2,1,26,1,1,2,1
2020-04-29 17:00:00+00,-1.47467,53.375234,49,1,1,2,1,26,1,1,2,1
2020-04-29 00:00:00+00,-1.254792,53.33647,68,2,1,1,1,27,1,1,1,1
2020-04-29 00:00:00+00,-1.207492,53.444237,18,2,4,1,1,27,1,1,1,1
2020-04-29 00:00:00+00,-1.41118,53.420826,17,2,2,1,1,27,1,1,1,1
2020-04-29 01:00:00+00,-1.319096,53.408994,42,2,4,1,1,27,1,1,2,2
2020-04-29 01:00:00+00,-1.282994,53.368239,31,1,5,1,1,27,1,1,1,1
2020-04-29 02:00:00+00,-1.386645,53.305562,49,2,1,1,1,27,1,1,1,1
2020-04-29 02:00:00+00,-1.199899,53.459954,36,1,5,1,1,27,1,1,1,1
2020-04-29 03:00:00+00,-1.54236,53.403473,16,1,3,1,1,27,1,1,2,1
2020-04-29 03:00:00+00,-1.207492,53.444237,26,1,1,1,1,27,1,1,1,1
2020-04-29 04:00:00+00,-1.491398,53.40847,47,1,3,1,1,27,1,1,2,1
2020-04-29 04:00:00+00,-1.246751,53.478835,79,1,4,1,1,27,1,1,2,1
2020-04-29 04:00:00+00,-1.285608,53.443791,39,2,3,1,1,27,1,1,2,1
2020-04-29 04:00:00+00,-1.205212,53.374915,49,2,1,1,1,27,1,1,2,1
2020-04-29 05:00:00+00,-1.402101,53.370448,18,1,5,1,1,27,1,1,1,1
2020-04-29 05:00:00+00,-1.390041,53.421041,67,1,2,1,1,27,1,1,2,1
2020-04-29 05:00:00+00,-1.196022,53.349852,62,2,2,1,1,27,1,1,1,1
2020-04-29 05:00:00+00,-1.168216,53.422753,64,1,5,1,1,27,1,1,2,2
2020-04-29 05:00:00+00,-1.18718,53.473744,43,1,4,1,1,27,1,1,1,1
2020-04-29 06:00:00+00,-1.407744,53.464286,42,2,1,1,1,27,1,1,2,1
2020-04-29 06:00:00+00,-1.454409,53.47563,61,1,3,1,1,27,1,1,1,1
2020-04-29 06:00:00+00,-1.506954,53.308587,32,1,5,1,1,27,1,1,1,1
2020-04-29 07:00:00+00,-1.17278,53.457762,37,2,4,1,1,27,1,1,2,1
2020-04-29 07:00:00+00,-1.18805,53.313052,36,3,2,1,1,27,1,1,1,1
2020-04-29 07:00:00+00,-1.404325,53.411735,49,2,5,1,1,27,1,1,1,1
2020-04-29 08:00:00+00,-1.475355,53.38196,55,1,1,1,1,27,1,1,2,1
2020-04-29 08:00:00+00,-1.472468,53.379899,80,2,4,1,1,27,1,1,2,2
2020-04-29 09:00:00+00,-1.24196,53.421937,21,1,2,1,1,27,1,1,2,1
2020-04-29 10:00:00+00,-1.445019,53.335391,21,2,5,1,1,27,1,1,2,1
2020-04-29 10:00:00+00,-1.46913,53.382951,28,1,5,1,1,27,1,1,1,1
2020-04-29 12:00:00+00,-1.261071,53.437243,39,1,1,1,1,27,1,1,2,2
2020-04-29 13:00:00+00,-1.472553,53.385023,44,2,5,1,1,27,1,1,1,1
2020-04-29 13:00:00+00,-1.476765,53.385718,23,2,4,1,1,27,1,1,1,1
2020-04-29 13:00:00+00,-1.483322,53.375221,28,2,5,1,1,27,1,1,1,1
2020-04-29 14:00:00+00,-1.462526,53.380895,27,2,4,1,1,27,1,1,1,1
2020-04-29 14:00:00+00,-1.473859,53.385298,40,2,5,1,1,27,1,1,2,1
2020-04-29 14:00:00+00,-1.477525,53.385112,22,2,2,1,1,27,1,1,2,1
2020-04-29 15:00:00+00,-1.478643,53.384597,22,2,1,1,1,27,1,1,2,2
2020-04-29 16:00:00+00,-1.225913,53.348517,18,1,3,1,1,27,1,1,1,2
2020-04-29 16:00:00+00,-1.21688,53.429713,54,2,2,1,1,27,1,1,2,1
2020-04-29 16:00:00+00,-1.457272,53.376728,60,1,1,1,1,27,1,1,2,1
2020-04-29 16:00:00+00,-1.463473,53.38251,47,2,4,1,1,27,1,1,1,2
2020-04-29 17:00:00+00,-1.275969,53.361021,54,2,2,1,1,27,1,1,1,1
2020-04-29 17:00:00+00,-1.465111,53.375058,51,1,3,1,1,27,1,1,1,1
2020-04-29 18:00:00+00,-1.561489,53.425452,79,2,3,1,1,27,1,1,1,1
2020-04-29 18:00:00+00,-1.254448,53.39717,43,1,2,1,1,27,1,1,1,1
2020-04-29 19:00:00+00,-1.498302,53.391954,68,1,2,1,1,27,1,1,1,1
2020-04-29 19:00:00+00,-1.387478,53.389054,18,1,5,1,1,27,1,1,1,2
2020-04-29 19:00:00+00,-1.440905,53.336523,39,1,5,1,1,27,1,1,2,1
2020-04-29 19:00:00+00,-1.474005,53.381119,19,2,2,1,1,27,1,1,1,1
2020-04-29 20:00:00+00,-1.192091,53.421463,62,1,2,1,1,27,1,1,1,1
2020-04-29 22:00:00+00,-1.412291,53.307929,59,2,2,1,1,27,1,1,1,1
2020-04-29 22:00:00+00,-1.346668,53.456063,39,2,5,1,1,27,1,1,2,1
2020-04-29 23:00:00+00,-1.20676,53.388117,35,2,1,1,1,27,1,1,2,1
2020-04-29 09:00:00+00,-1.464723,53.385754,22,2,4,2,1,27,1,1,2,1
2020-04-29 10:00:00+00,-1.467768,53.386619,54,1,4,2,1,27,1,1,2,1
2020-04-29 12:00:00+00,-1.468042,53.374427,65,2,2,2,1,27,1,1,1,1
2020-04-29 12:00:00+00,-1.466277,53.386806,71,1,5,2,1,27,1,1,2,2
2020-04-29 12:00:00+00,-1.472285,53.37802,61,2,1,2,1,27,1,1,2,1
2020-04-29 13:00:00+00,-1.470719,53.386427,29,1,4,2,1,27,1,2,1,2
2020-04-29 13:00:00+00,-1.470459,53.379258,36,2,5,2,1,27,1,1,1,1
2020-04-29 16:00:00+00,-1.474318,53.373829,20,1,3,2,1,27,1,1,2,1
2020-04-29 16:00:00+00,-1.465192,53.387602,33,1,1,2,1,27,1,1,1,1
2020-04-29 16:00:00+00,-1.474881,53.376348,27,1,2,2,1,27,1,1,1,1
2020-04-29 17:00:00+00,-1.46692,53.376668,60,2,3,2,1,27,1,1,2,1
2020-04-29 10:00:00+00,-1.465224,53.378709,78,1,1,3,1,27,1,1,1,1
2020-04-29 14:00:00+00,-1.466083,53.37505,43,2,3,3,1,27,1,1,2,1
2020-04-29 15:00:00+00,-1.466613,53.385946,32,1,2,3,1,27,1,1,1,1
2020-04-29 15:00:00+00,-1.469607,53.37704,19,1,3,3,1,27,1,1,1,1
2020-04-29 16:00:00+00,-1.47222,53.38535,42,1,1,3,1,27,1,1,1,1
2020-04-29 00:00:00+00,-1.386645,53.305562,57,2,5,1,1,28,1,1,1,1
2020-04-29 00:00:00+00,-1.431779,53.321354,46,1,3,1,1,28,1,1,2,1
2020-04-29 01:00:00+00,-1.252271,53.40677,47,1,3,1,1,28,1,1,2,1
2020-04-29 01:00:00+00,-1.206925,53.332162,34,2,4,1,1,28,1,1,1,2
2020-04-29 01:00:00+00,-1.146197,53.371031,27,1,5,1,1,28,1,1,1,1
2020-04-29 01:00:00+00,-1.443519,53.42445,53,2,1,1,1,28,1,1,2,1
2020-04-29 02:00:00+00,-1.17418,53.40074,52,2,2,1,1,28,1,1,2,1
2020-04-29 02:00:00+00,-1.4506,53.479865,48,2,4,1,1,28,1,1,2,1
2020-04-29 02:00:00+00,-1.407184,53.39059,44,2,1,1,1,28,1,2,2,1
2020-04-29 02:00:00+00,-1.357782,53.306051,47,2,2,1,1,28,1,1,1,1
2020-04-29 03:00:00+00,-1.346668,53.456063,37,2,1,1,1,28,1,1,1,2
2020-04-29 03:00:00+00,-1.502649,53.477818,53,1,2,1,1,28,1,1,1,1
2020-04-29 03:00:00+00,-1.412292,53.407891,54,2,2,1,1,28,1,1,1,1
2020-04-29 04:00:00+00,-1.240092,53.371264,60,1,4,1,1,28,1,2,2,1
2020-04-29 05:00:00+00,-1.143439,53.473344,21,1,5,1,1,28,1,1,1,1
2020-04-29 05:00:00+00,-1.399224,53.389809,35,1,5,1,1,28,1,1,2,1
2020-04-29 05:00:00+00,-1.471331,53.353809,46,1,4,1,1,28,1,1,1,1
2020-04-29 05:00:00+00,-1.347148,53.422169,42,2,3,1,1,28,1,1,1,1
2020-04-29 05:00:00+00,-1.261441,53.429837,36,2,1,1,1,28,1,1,1,1
2020-04-29 05:00:00+00,-1.208024,53.327813,25,1,1,1,1,28,1,1,1,1
2020-04-29 06:00:00+00,-1.331932,53.373917,84,1,4,1,1,28,1,1,1,1
2020-04-29 06:00:00+00,-1.256749,53.372711,65,2,5,1,1,28,1,1,2,1
2020-04-29 06:00:00+00,-1.393193,53.367905,64,1,2,1,1,28,1,1,1,1
2020-04-29 06:00:00+00,-1.513075,53.397735,43,2,5,1,1,28,1,1,2,1
2020-04-29 06:00:00+00,-1.317755,53.404637,34,1,4,1,1,28,1,2,2,1
2020-04-29 06:00:00+00,-1.491571,53.309087,65,1,4,1,1,28,1,1,2,1
2020-04-29 07:00:00+00,-1.470375,53.471748,52,2,2,1,1,28,1,1,2,1
2020-04-29 08:00:00+00,-1.357381,53.323548,27,2,2,1,1,28,1,1,1,1
2020-04-29 08:00:00+00,-1.471214,53.377745,70,1,2,1,1,28,1,1,2,1
2020-04-29 09:00:00+00,-1.435318,53.455122,50,1,3,1,1,28,1,1,1,1
2020-04-29 09:00:00+00,-1.182821,53.468209,38,2,2,1,1,28,1,1,2,1
2020-04-29 10:00:00+00,-1.47438,53.386602,57,2,5,1,1,28,1,1,1,1
2020-04-29 10:00:00+00,-1.468475,53.38069,48,1,4,1,1,28,1,1,2,1
2020-04-29 11:00:00+00,-1.471125,53.340549,29,2,4,1,1,28,1,1,1,1
2020-04-29 12:00:00+00,-1.457198,53.377477,72,2,5,1,1,28,1,1,1,1
2020-04-29 12:00:00+00,-1.461101,53.38608,24,3,2,1,1,28,1,2,1,1
2020-04-29 13:00:00+00,-1.215177,53.47253,47,1,4,1,1,28,1,1,1,2
2020-04-29 13:00:00+00,-1.469362,53.386724,51,1,5,1,1,28,1,1,1,1
2020-04-29 14:00:00+00,-1.476759,53.37756,17,1,2,1,1,28,1,1,2,1
2020-04-29 15:00:00+00,-1.198305,53.45934,32,2,1,1,1,28,1,1,2,1
2020-04-29 15:00:00+00,-1.484161,53.384261,49,1,2,1,1,28,1,2,1,1
2020-04-29 16:00:00+00,-1.401023,53.481558,34,1,4,1,1,28,1,2,2,1
2020-04-29 17:00:00+00,-1.258661,53.357563,23,2,5,1,1,28,1,1,1,2
2020-04-29 17:00:00+00,-1.249135,53.47667,47,2,3,1,1,28,1,1,1,1
2020-04-29 17:00:00+00,-1.481152,53.379974,31,2,3,1,1,28,1,2,1,1
2020-04-29 18:00:00+00,-1.325366,53.468003,18,1,5,1,1,28,1,1,1,1
2020-04-29 18:00:00+00,-1.388403,53.315242,62,1,3,1,1,28,1,1,2,1
2020-04-29 19:00:00+00,-1.321651,53.430261,21,2,2,1,1,28,1,1,1,1
2020-04-29 19:00:00+00,-1.484042,53.374321,54,1,1,1,1,28,1,1,1,1
2020-04-29 20:00:00+00,-1.468173,53.372896,57,1,1,1,1,28,1,1,1,1
2020-04-29 20:00:00+00,-1.314274,53.480126,69,2,3,1,1,28,1,2,2,1
2020-04-29 20:00:00+00,-1.471331,53.353809,22,1,3,1,1,28,1,1,1,1
2020-04-29 22:00:00+00,-1.423334,53.370335,48,2,1,1,1,28,1,1,1,1
2020-04-29 22:00:00+00,-1.399758,53.377639,41,1,3,1,1,28,1,1,1,1
2020-04-29 22:00:00+00,-1.485279,53.464255,55,2,4,1,1,28,1,1,1,1
2020-04-29 23:00:00+00,-1.157892,53.322297,53,2,4,1,1,28,1,2,1,1
2020-04-29 23:00:00+00,-1.25501,53.481514,28,2,4,1,1,28,1,1,2,2
2020-04-29 09:00:00+00,-1.468495,53.379044,37,2,2,2,1,28,1,1,2,1
2020-04-29 12:00:00+00,-1.467204,53.473216,30,1,4,2,1,28,1,1,1,1
2020-04-29 12:00:00+00,-1.474595,53.383967,50,2,5,2,1,28,1,2,2,1
2020-04-29 12:00:00+00,-1.466709,53.37855,61,2,5,2,1,28,1,2,2,1
2020-04-29 14:00:00+00,-1.469913,53.384043,23,1,2,2,1,28,1,1,1,1
2020-04-29 15:00:00+00,-1.470693,53.375526,78,1,5,2,1,28,1,1,2,1
2020-04-29 15:00:00+00,-1.465774,53.38135,50,1,1,2,1,28,1,1,1,1
2020-04-29 15:00:00+00,-1.46678,53.380733,46,2,3,2,1,28,1,1,1,1
2020-04-29 15:00:00+00,-1.466536,53.377513,35,2,3,2,1,28,1,1,2,1
2020-04-29 16:00:00+00,-1.473796,53.404244,32,1,5,2,1,28,1,2,2,1
2020-04-29 17:00:00+00,-1.465655,53.375892,54,2,1,2,1,28,1,1,1,1
2020-04-29 10:00:00+00,-1.469018,53.379785,17,2,4,3,1,28,1,2,1,1
2020-04-29 10:00:00+00,-1.470382,53.377654,83,1,1,3,1,28,1,1,2,1
2020-04-29 12:00:00+00,-1.471587,53.376698,84,2,3,3,1,28,1,1,1,1
2020-04-29 12:00:00+00,-1.470159,53.381971,41,2,4,3,1,28,1,1,1,1
2020-04-29 13:00:00+00,-1.47037,53.375172,38,2,5,3,1,28,1,1,1,1
2020-04-29 00:00:00+00,-1.502649,53.477818,35,2,2,1,1,29,2,1,2,1
2020-04-29 01:00:00+00,-1.256749,53.372711,23,1,3,1,1,29,2,2,2,1
2020-04-29 02:00:00+00,-1.295527,53.418828,16,1,4,1,1,29,2,2,2,1
2020-04-29 05:00:00+00,-1.396009,53.366501,52,1,3,1,1,29,2,1,2,1
2020-04-29 05:00:00+00,-1.42166,53.364246,28,2,1,1,1,29,2,1,2,1
2020-04-29 05:00:00+00,-1.231917,53.478441,19,2,2,1,1,29,2,1,2,1
2020-04-29 05:00:00+00,-1.535798,53.473286,77,1,4,1,1,29,2,1,1,2
2020-04-29 06:00:00+00,-1.205438,53.318064,28,2,3,1,1,29,2,1,1,1
2020-04-29 07:00:00+00,-1.175771,53.427516,24,2,5,1,1,29,2,1,2,1
2020-04-29 07:00:00+00,-1.380894,53.371096,56,2,1,1,1,29,2,1,2,1
2020-04-29 08:00:00+00,-1.338059,53.375907,79,2,5,1,1,29,2,1,2,2
2020-04-29 08:00:00+00,-1.469076,53.379011,23,2,3,1,1,29,2,1,2,1
2020-04-29 09:00:00+00,-1.478084,53.376131,59,1,3,1,1,29,2,1,1,1
2020-04-29 09:00:00+00,-1.47813,53.387674,45,1,3,1,1,29,2,1,1,1
2020-04-29 09:00:00+00,-1.480944,53.386397,26,2,2,1,1,29,2,1,1,1
2020-04-29 10:00:00+00,-1.21105,53.336703,55,1,5,1,1,29,2,1,1,1
2020-04-29 10:00:00+00,-1.470903,53.38674,19,2,2,1,1,29,2,1,1,1
2020-04-29 10:00:00+00,-1.474034,53.3771,82,1,2,1,1,29,2,1,2,1
2020-04-29 11:00:00+00,-1.177142,53.467297,37,2,4,1,1,29,2,1,1,1
2020-04-29 11:00:00+00,-1.472329,53.387534,78,1,2,1,1,29,2,1,2,1
2020-04-29 11:00:00+00,-1.472694,53.376463,82,2,3,1,1,29,2,1,2,1
2020-04-29 12:00:00+00,-1.389199,53.399809,60,2,1,1,1,29,2,1,2,1
2020-04-29 12:00:00+00,-1.474059,53.378306,43,1,1,1,1,29,2,1,1,1
2020-04-29 12:00:00+00,-1.467652,53.387103,29,1,1,1,1,29,2,1,2,1
2020-04-29 12:00:00+00,-1.47599,53.384681,37,1,4,1,1,29,2,1,1,1
2020-04-29 13:00:00+00,-1.202281,53.382749,48,2,2,1,1,29,2,1,1,1
2020-04-29 13:00:00+00,-1.483825,53.380746,59,2,5,1,1,29,2,1,2,1
2020-04-29 14:00:00+00,-1.527154,53.306093,57,1,4,1,1,29,2,1,1,1
2020-04-29 14:00:00+00,-1.505045,53.373594,22,2,4,1,1,29,2,1,2,1
2020-04-29 14:00:00+00,-1.510762,53.379703,61,1,2,1,1,29,2,1,1,2
2020-04-29 14:00:00+00,-1.465855,53.382534,32,2,4,1,1,29,2,1,1,1
2020-04-29 14:00:00+00,-1.460721,53.380179,22,1,4,1,1,29,2,1,2,1
2020-04-29 16:00:00+00,-1.462275,53.342767,28,1,5,1,1,29,2,1,2,1
2020-04-29 17:00:00+00,-1.152821,53.408024,47,1,1,1,1,29,2,1,1,1
2020-04-29 17:00:00+00,-1.475336,53.386194,55,1,3,1,1,29,2,1,1,1
2020-04-29 17:00:00+00,-1.47541,53.37975,80,1,3,1,1,29,2,1,1,1
2020-04-29 17:00:00+00,-1.458714,53.374329,55,1,2,1,1,29,2,1,1,1
2020-04-29 18:00:00+00,-1.475904,53.380048,73,1,2,1,1,29,2,2,1,1
2020-04-29 19:00:00+00,-1.297839,53.305759,38,2,2,1,1,29,2,1,2,1
2020-04-29 20:00:00+00,-1.559178,53.337432,70,1,2,1,1,29,2,1,2,1
2020-04-29 20:00:00+00,-1.505779,53.450985,17,2,4,1,1,29,2,1,2,1
2020-04-29 20:00:00+00,-1.289111,53.352753,39,2,2,1,1,29,2,1,1,1
2020-04-29 21:00:00+00,-1.233972,53.396331,66,2,1,1,1,29,2,1,1,1
2020-04-29 21:00:00+00,-1.462967,53.432387,40,1,4,1,1,29,2,1,2,1
2020-04-29 21:00:00+00,-1.246751,53.478835,45,2,4,1,1,29,2,1,2,1
2020-04-29 22:00:00+00,-1.432064,53.446254,27,1,5,1,1,29,2,1,1,1
2020-04-29 23:00:00+00,-1.350659,53.419807,26,2,1,1,1,29,2,1,1,1
2020-04-29 23:00:00+00,-1.404325,53.411735,54,2,2,1,1,29,2,1,2,1
2020-04-29 23:00:00+00,-1.341866,53.344379,56,1,3,1,1,29,2,1,2,1
2020-04-29 09:00:00+00,-1.468528,53.43117,37,2,4,2,1,29,2,1,2,1
2020-04-29 09:00:00+00,-1.469094,53.374298,49,2,5,2,1,29,2,1,2,1
2020-04-29 09:00:00+00,-1.465159,53.377712,17,1,3,2,1,29,2,2,2,1
2020-04-29 10:00:00+00,-1.4695,53.472805,34,2,2,2,1,29,2,1,1,1
2020-04-29 10:00:00+00,-1.465659,53.383158,69,2,2,2,1,29,2,1,2,2
2020-04-29 11:00:00+00,-1.468801,53.382676,40,2,5,2,1,29,2,1,2,1
2020-04-29 11:00:00+00,-1.469146,53.383322,29,2,3,2,1,29,2,1,2,2
2020-04-29 12:00:00+00,-1.465307,53.349956,46,2,5,2,1,29,2,1,2,1
2020-04-29 12:00:00+00,-1.469701,53.470648,83,2,2,2,1,29,2,1,1,1
2020-04-29 12:00:00+00,-1.473984,53.385349,35,1,4,2,1,29,2,1,1,1
2020-04-29 13:00:00+00,-1.47146,53.37932,24,1,2,2,1,29,2,1,1,1
2020-04-29 14:00:00+00,-1.469933,53.382941,58,2,1,2,1,29,2,1,2,1
2020-04-29 15:00:00+00,-1.468479,53.313211,67,1,3,2,1,29,2,1,1,1
2020-04-29 15:00:00+00,-1.472147,53.385639,83,2,1,2,1,29,2,1,1,1
2020-04-29 15:00:00+00,-1.474672,53.382488,45,2,1,2,1,29,2,1,2,1
2020-04-29 15:00:00+00,-1.470564,53.379149,25,2,2,2,1,29,2,1,2,1
2020-04-29 16:00:00+00,-1.466773,53.376966,16,2,1,2,1,29,2,1,1,2
2020-04-29 16:00:00+00,-1.472799,53.375166,32,1,1,2,1,29,2,1,2,1
2020-04-29 17:00:00+00,-1.465157,53.380293,58,1,5,2,1,29,2,1,1,2
2020-04-29 11:00:00+00,-1.4726,53.379498,21,1,1,3,1,29,2,1,1,1
2020-04-29 13:00:00+00,-1.466492,53.470256,53,1,4,3,1,29,2,1,2,1
2020-04-29 13:00:00+00,-1.467267,53.380311,56,2,3,3,1,29,2,2,1,1
2020-04-29 15:00:00+00,-1.468144,53.383577,53,2,4,3,1,29,2,1,1,1
2020-04-29 00:00:00+00,-1.367166,53.312212,26,1,5,1,1,30,2,1,1,1
2020-04-29 00:00:00+00,-1.222936,53.429864,17,1,2,1,1,30,2,1,2,1
2020-04-29 00:00:00+00,-1.462953,53.40114,71,2,3,1,1,30,2,1,1,1
2020-04-29 00:00:00+00,-1.213505,53.397414,18,2,5,1,1,30,2,1,1,1
2020-04-29 01:00:00+00,-1.314274,53.480126,63,2,4,1,1,30,2,1,1,1
2020-04-29 02:00:00+00,-1.547165,53.325322,40,1,5,1,1,30,2,2,2,1
2020-04-29 03:00:00+00,-1.296225,53.421451,17,1,3,1,1,30,2,1,2,1
2020-04-29 03:00:00+00,-1.340407,53.341561,70,2,4,1,1,30,2,1,1,1
2020-04-29 03:00:00+00,-1.390041,53.421041,20,1,4,1,1,30,2,1,1,1
2020-04-29 05:00:00+00,-1.294939,53.382044,60,2,4,1,1,30,2,1,2,1
2020-04-29 07:00:00+00,-1.421103,53.454666,46,1,2,1,1,30,2,1,1,1
2020-04-29 07:00:00+00,-1.22231,53.480596,81,2,3,1,1,30,2,1,1,2
2020-04-29 07:00:00+00,-1.329326,53.374812,65,2,2,1,1,30,2,1,1,1
2020-04-29 07:00:00+00,-1.314508,53.338262,23,1,3,1,1,30,2,1,2,1
2020-04-29 08:00:00+00,-1.140003,53.337034,46,2,5,1,1,30,2,1,1,1
2020-04-29 08:00:00+00,-1.274132,53.309933,60,1,3,1,1,30,2,1,1,1
2020-04-29 08:00:00+00,-1.461674,53.386598,65,1,1,1,1,30,2,1,2,1
2020-04-29 08:00:00+00,-1.463496,53.381935,54,1,5,1,1,30,2,1,1,1
2020-04-29 09:00:00+00,-1.545058,53.454342,35,2,4,1,1,30,2,1,1,1
2020-04-29 11:00:00+00,-1.560213,53.450042,16,2,2,1,1,30,2,1,1,1
2020-04-29 11:00:00+00,-1.256037,53.341237,23,2,2,1,1,30,2,1,2,1
2020-04-29 11:00:00+00,-1.482848,53.383123,46,1,4,1,1,30,2,2,1,1
2020-04-29 12:00:00+00,-1.459205,53.381268,47,2,3,1,1,30,2,1,1,1
2020-04-29 12:00:00+00,-1.458558,53.385728,17,1,4,1,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.188344,53.309755,23,2,2,1,1,30,2,1,1,1
2020-04-29 13:00:00+00,-1.458847,53.387424,73,1,2,1,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.407655,53.377997,19,2,5,1,1,30,2,1,1,1
2020-04-29 13:00:00+00,-1.468434,53.47565,26,2,5,1,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.459728,53.383666,28,1,1,1,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.460081,53.37984,45,1,4,1,1,30,2,1,2,1
2020-04-29 14:00:00+00,-1.482718,53.375556,28,2,2,1,1,30,2,2,2,1
2020-04-29 14:00:00+00,-1.477414,53.378075,30,1,2,1,1,30,2,1,2,1
2020-04-29 15:00:00+00,-1.225604,53.442267,57,2,2,1,1,30,2,1,2,1
2020-04-29 15:00:00+00,-1.441463,53.460963,47,2,2,1,1,30,2,1,2,1
2020-04-29 15:00:00+00,-1.400027,53.358319,63,2,3,1,1,30,2,1,2,2
2020-04-29 16:00:00+00,-1.459809,53.380397,46,2,2,1,1,30,2,2,2,1
2020-04-29 18:00:00+00,-1.466932,53.373857,48,2,1,1,1,30,2,1,1,1
2020-04-29 19:00:00+00,-1.470609,53.379144,22,1,1,1,1,30,2,2,2,1
2020-04-29 20:00:00+00,-1.332142,53.370209,40,1,5,1,1,30,2,1,2,1
2020-04-29 20:00:00+00,-1.292398,53.429058,31,2,3,1,1,30,2,1,1,2
2020-04-29 21:00:00+00,-1.535798,53.473286,83,1,1,1,1,30,2,1,2,1
2020-04-29 22:00:00+00,-1.465173,53.397473,59,1,2,1,1,30,2,1,2,1
2020-04-29 22:00:00+00,-1.299138,53.390002,79,2,3,1,1,30,2,1,2,1
2020-04-29 22:00:00+00,-1.332639,53.368827,62,2,5,1,1,30,2,1,1,2
2020-04-29 22:00:00+00,-1.425458,53.439028,21,1,3,1,1,30,2,1,2,1
2020-04-29 23:00:00+00,-1.393193,53.367905,21,1,2,1,1,30,2,1,1,1
2020-04-29 23:00:00+00,-1.34684,53.422552,28,1,1,1,1,30,2,1,1,1
2020-04-29 23:00:00+00,-1.294772,53.381812,50,1,1,1,1,30,2,1,1,1
2020-04-29 23:00:00+00,-1.448961,53.412127,74,1,1,1,1,30,2,2,2,1
2020-04-29 23:00:00+00,-1.282792,53.413886,19,1,5,1,1,30,2,1,2,1
2020-04-29 23:00:00+00,-1.475529,53.307308,64,2,5,1,1,30,2,1,2,1
2020-04-29 09:00:00+00,-1.475054,53.387849,71,1,2,2,1,30,2,1,2,1
2020-04-29 09:00:00+00,-1.470373,53.377052,19,1,4,2,1,30,2,1,2,1
2020-04-29 11:00:00+00,-1.473107,53.380094,59,1,3,2,1,30,2,1,1,1
2020-04-29 13:00:00+00,-1.473235,53.324834,56,1,5,2,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.464744,53.382771,62,1,3,2,1,30,2,1,2,1
2020-04-29 13:00:00+00,-1.472827,53.38439,20,1,5,2,1,30,2,1,2,1
2020-04-29 14:00:00+00,-1.47139,53.37985,52,3,5,2,1,30,2,1,1,1
2020-04-29 15:00:00+00,-1.466612,53.313243,46,1,5,2,1,30,2,1,2,1
2020-04-29 15:00:00+00,-1.465578,53.382307,60,2,5,2,1,30,2,2,1,1
