PickUpTime,DropOffTime,passangers,trip distance,pickup long,pickup lat,dropoff long,dropoff lat,fare amount,trip amount,total amount
4/28/2020 11:20,4/28/2020 11:30,3,5.6,-1.494035,53.386894,-1.512397,53.390366,22.4,0,23.52
4/28/2020 11:22,4/28/2020 11:34,3,6.4,-1.505523,53.371502,-1.456772,53.368044,38.4,3.84,44.35
4/28/2020 11:25,4/28/2020 11:28,1,1.6,-1.47835,53.369744,-1.512429,53.383492,11.2,0,11.76
4/28/2020 11:28,4/28/2020 11:34,1,3.2,-1.464085,53.375871,-1.47571,53.388376,19.2,0,20.16
4/28/2020 11:31,4/28/2020 11:35,3,2.4,-1.509788,53.385206,-1.460836,53.376308,16.8,0,17.64
4/28/2020 11:34,4/28/2020 11:43,1,4.8,-1.473523,53.37398,-1.512732,53.369938,33.6,3.36,38.81
4/28/2020 11:37,4/28/2020 11:50,3,7.2,-1.502134,53.382303,-1.479752,53.374713,43.2,4.32,49.9
4/28/2020 11:40,4/28/2020 11:48,3,4.8,-1.495597,53.383448,-1.497557,53.392135,19.2,0,20.16
4/28/2020 11:43,4/28/2020 11:45,3,1.6,-1.450177,53.374735,-1.458582,53.371525,6.4,0.64,7.39
4/28/2020 11:45,4/28/2020 11:57,1,6.4,-1.485933,53.390603,-1.441941,53.372246,25.6,2.56,29.57
4/28/2020 11:48,4/28/2020 11:50,1,0.8,-1.466712,53.373402,-1.470206,53.389953,4.8,0.48,5.54
4/28/2020 11:51,4/28/2020 11:54,2,1.6,-1.495322,53.372376,-1.455021,53.372135,4.8,0,5.04
4/28/2020 11:54,4/28/2020 11:58,1,2.4,-1.44015,53.368477,-1.440466,53.379018,9.6,0,10.08
4/28/2020 11:57,4/28/2020 11:58,2,0.8,-1.505982,53.373682,-1.43522,53.368875,4,0,4.2
4/28/2020 12:00,4/28/2020 12:10,2,5.6,-1.512786,53.374131,-1.459477,53.369019,28,0,29.4
4/28/2020 12:03,4/28/2020 12:11,2,4.8,-1.516129,53.380313,-1.48898,53.384665,19.2,1.92,22.18
4/28/2020 12:06,4/28/2020 12:14,1,4.8,-1.451317,53.368905,-1.510862,53.374108,19.2,0,20.16
4/28/2020 12:09,4/28/2020 12:21,3,7.2,-1.49439,53.369599,-1.484642,53.390143,36,0,37.8
4/28/2020 12:11,4/28/2020 12:23,2,6.4,-1.451971,53.371045,-1.480458,53.390642,44.8,0,47.04
4/28/2020 12:14,4/28/2020 12:16,2,0.8,-1.4949,53.385142,-1.460111,53.392274,4,0.4,4.62
4/28/2020 12:17,4/28/2020 12:29,2,6.4,-1.481741,53.38174,-1.487715,53.388,25.6,2.56,29.57
4/28/2020 12:20,4/28/2020 12:29,2,4.8,-1.492667,53.391442,-1.463914,53.380551,24,0,25.2
4/28/2020 12:23,4/28/2020 12:34,2,6.4,-1.514148,53.379757,-1.464053,53.381082,32,0,33.6
4/28/2020 12:26,4/28/2020 12:30,2,2.4,-1.473988,53.371104,-1.48748,53.381287,9.6,0,10.08
4/28/2020 12:29,4/28/2020 12:39,1,5.6,-1.498958,53.379182,-1.500614,53.379563,16.8,1.68,19.4
4/28/2020 12:32,4/28/2020 12:40,2,4.8,-1.468723,53.374779,-1.494522,53.386434,33.6,3.36,38.81
4/28/2020 12:34,4/28/2020 12:42,2,4,-1.440976,53.377718,-1.506369,53.386779,24,2.4,27.72
4/28/2020 12:37,4/28/2020 12:45,1,4,-1.43469,53.390766,-1.443686,53.385544,20,2,23.1
4/28/2020 12:40,4/28/2020 12:50,1,5.6,-1.513695,53.38888,-1.463814,53.380972,16.8,1.68,19.4
4/28/2020 12:43,4/28/2020 12:46,3,1.6,-1.470444,53.375844,-1.501341,53.386344,4.8,0,5.04
4/28/2020 12:46,4/28/2020 12:56,3,5.6,-1.493325,53.37436,-1.476843,53.386145,33.6,3.36,38.81
4/28/2020 12:49,4/28/2020 13:02,1,7.2,-1.467682,53.368802,-1.494496,53.380702,21.6,2.16,24.95
4/28/2020 12:52,4/28/2020 13:05,3,7.2,-1.498055,53.388509,-1.498039,53.381586,28.8,0,30.24
4/28/2020 12:55,4/28/2020 12:59,1,2.4,-1.441838,53.379229,-1.509915,53.392333,7.2,0,7.56
4/28/2020 12:57,4/28/2020 13:03,1,3.2,-1.454511,53.377007,-1.471117,53.374232,22.4,0,23.52
4/28/2020 13:00,4/28/2020 13:09,3,4.8,-1.513234,53.372227,-1.481481,53.373455,24,0,25.2
4/28/2020 13:03,4/28/2020 13:13,3,5.6,-1.468781,53.370955,-1.485903,53.375672,39.2,0,41.16
4/28/2020 13:06,4/28/2020 13:13,1,4,-1.486034,53.379576,-1.461636,53.391024,20,0,21
4/28/2020 13:09,4/28/2020 13:12,1,1.6,-1.497849,53.385743,-1.485962,53.38297,8,0.8,9.24
4/28/2020 13:12,4/28/2020 13:23,1,6.4,-1.477162,53.369167,-1.500675,53.378956,38.4,0,40.32
4/28/2020 13:15,4/28/2020 13:26,2,6.4,-1.439484,53.379486,-1.449764,53.376359,19.2,0,20.16
4/28/2020 13:18,4/28/2020 13:21,3,1.6,-1.45456,53.374473,-1.476343,53.378419,6.4,0,6.72
4/28/2020 13:21,4/28/2020 13:25,1,2.4,-1.438026,53.388273,-1.49894,53.368216,12,1.2,13.86
4/28/2020 13:23,4/28/2020 13:26,2,1.6,-1.490955,53.3898,-1.478066,53.391205,9.6,0,10.08
4/28/2020 13:26,4/28/2020 13:29,1,1.6,-1.510945,53.377125,-1.464082,53.380131,4.8,0,5.04
4/28/2020 13:29,4/28/2020 13:32,2,1.6,-1.474525,53.390147,-1.47017,53.374016,8,0.8,9.24
4/28/2020 13:32,4/28/2020 13:35,2,1.6,-1.512403,53.38337,-1.457321,53.385625,4.8,0.48,5.54
4/28/2020 13:35,4/28/2020 13:48,3,7.2,-1.507741,53.367832,-1.446744,53.388968,50.4,0,52.92
4/28/2020 13:38,4/28/2020 13:51,3,7.2,-1.455334,53.374961,-1.476336,53.3782,21.6,2.16,24.95
4/28/2020 13:41,4/28/2020 13:45,1,2.4,-1.480852,53.379012,-1.442763,53.391251,7.2,0,7.56
4/28/2020 13:44,4/28/2020 13:51,1,4,-1.467676,53.373722,-1.511917,53.378005,16,1.6,18.48
4/28/2020 13:46,4/28/2020 13:52,3,3.2,-1.514472,53.376479,-1.495855,53.373573,9.6,0.96,11.09
4/28/2020 13:49,4/28/2020 13:54,3,2.4,-1.435368,53.380303,-1.47426,53.372082,16.8,0,17.64
4/28/2020 13:52,4/28/2020 13:55,3,1.6,-1.455688,53.373675,-1.501545,53.372171,9.6,0.96,11.09
4/28/2020 13:55,4/28/2020 13:58,2,1.6,-1.475573,53.374926,-1.498734,53.367852,4.8,0.48,5.54
4/28/2020 13:58,4/28/2020 14:04,1,3.2,-1.495779,53.388161,-1.445401,53.37405,16,1.6,18.48
4/28/2020 14:01,4/28/2020 14:08,1,4,-1.506958,53.371554,-1.443237,53.368368,20,0,21
4/28/2020 14:04,4/28/2020 14:14,1,5.6,-1.438332,53.380135,-1.499331,53.369612,28,2.8,32.34
4/28/2020 14:07,4/28/2020 14:17,1,5.6,-1.515992,53.370439,-1.500653,53.388843,33.6,0,35.28
4/28/2020 14:09,4/28/2020 14:20,2,5.6,-1.436656,53.371949,-1.513564,53.382623,28,2.8,32.34
4/28/2020 14:12,4/28/2020 14:15,1,1.6,-1.502034,53.373455,-1.479066,53.391608,6.4,0,6.72
4/28/2020 14:15,4/28/2020 14:28,1,7.2,-1.505538,53.390968,-1.470521,53.382132,43.2,4.32,49.9
4/28/2020 14:18,4/28/2020 14:25,1,4,-1.494877,53.37212,-1.499808,53.372858,20,0,21
4/28/2020 14:21,4/28/2020 14:30,3,4.8,-1.455709,53.381384,-1.46282,53.38872,19.2,0,20.16
4/28/2020 14:24,4/28/2020 14:33,2,4.8,-1.468017,53.372001,-1.515747,53.379033,24,2.4,27.72
4/28/2020 14:27,4/28/2020 14:34,2,4,-1.497259,53.373844,-1.459415,53.383692,24,0,25.2
4/28/2020 14:30,4/28/2020 14:31,3,0.8,-1.477768,53.369379,-1.438858,53.382105,5.6,0.56,6.47
4/28/2020 14:33,4/28/2020 14:38,3,3.2,-1.506125,53.387844,-1.500582,53.381489,12.8,0,13.44
4/28/2020 14:35,4/28/2020 14:47,1,6.4,-1.513367,53.37334,-1.451352,53.376945,32,3.2,36.96
4/28/2020 14:38,4/28/2020 14:41,3,1.6,-1.503476,53.371771,-1.515455,53.373424,11.2,1.12,12.94
4/28/2020 14:41,4/28/2020 14:54,3,7.2,-1.446622,53.389451,-1.458258,53.389583,21.6,2.16,24.95
4/28/2020 14:44,4/28/2020 14:53,2,4.8,-1.473888,53.384721,-1.493629,53.380847,19.2,1.92,22.18
4/28/2020 14:47,4/28/2020 14:54,3,4,-1.443828,53.391254,-1.484582,53.382385,28,0,29.4
4/28/2020 14:50,4/28/2020 14:56,2,3.2,-1.481224,53.379515,-1.454408,53.376339,22.4,0,23.52
4/28/2020 14:53,4/28/2020 15:04,3,6.4,-1.488679,53.391309,-1.481651,53.39158,25.6,2.56,29.57
4/28/2020 14:56,4/28/2020 15:01,1,3.2,-1.471259,53.386444,-1.44792,53.387191,12.8,1.28,14.78
4/28/2020 14:58,4/28/2020 15:09,2,5.6,-1.480314,53.370959,-1.452279,53.378025,16.8,1.68,19.4
4/28/2020 15:01,4/28/2020 15:09,2,4,-1.437123,53.369621,-1.490701,53.37304,12,1.2,13.86
4/28/2020 15:04,4/28/2020 15:17,1,7.2,-1.455152,53.386369,-1.449287,53.381692,36,3.6,41.58
4/28/2020 15:07,4/28/2020 15:11,1,2.4,-1.457207,53.383192,-1.438077,53.385039,16.8,0,17.64
4/28/2020 15:10,4/28/2020 15:20,2,5.6,-1.437869,53.388734,-1.505976,53.37476,22.4,0,23.52
4/28/2020 15:13,4/28/2020 15:26,2,7.2,-1.471321,53.376658,-1.466905,53.390324,21.6,2.16,24.95
4/28/2020 15:16,4/28/2020 15:23,2,4,-1.455991,53.384448,-1.443699,53.376544,28,0,29.4
4/28/2020 15:19,4/28/2020 15:27,2,4.8,-1.494221,53.374972,-1.436311,53.376507,33.6,0,35.28
4/28/2020 15:21,4/28/2020 15:32,1,5.6,-1.44896,53.387187,-1.488524,53.373366,39.2,0,41.16
4/28/2020 15:24,4/28/2020 15:36,3,6.4,-1.501339,53.369483,-1.455627,53.371215,38.4,0,40.32
4/28/2020 15:27,4/28/2020 15:33,2,3.2,-1.466185,53.38951,-1.478309,53.383599,22.4,0,23.52
4/28/2020 15:30,4/28/2020 15:39,2,4.8,-1.500646,53.383685,-1.45274,53.384851,33.6,3.36,38.81
4/28/2020 15:33,4/28/2020 15:37,1,2.4,-1.481372,53.36861,-1.472283,53.390851,14.4,1.44,16.63
4/28/2020 15:36,4/28/2020 15:39,2,1.6,-1.435147,53.377444,-1.450513,53.375403,6.4,0.64,7.39
4/28/2020 15:39,4/28/2020 15:46,3,4,-1.510491,53.369817,-1.506787,53.391181,28,2.8,32.34
4/28/2020 15:42,4/28/2020 15:49,1,4,-1.503555,53.389991,-1.487612,53.373441,24,2.4,27.72
4/28/2020 15:45,4/28/2020 15:56,2,6.4,-1.475409,53.379236,-1.450975,53.381927,38.4,3.84,44.35
4/28/2020 15:47,4/28/2020 15:50,1,1.6,-1.447676,53.373079,-1.482766,53.384786,8,0.8,9.24
4/28/2020 15:50,4/28/2020 16:02,3,6.4,-1.494045,53.370734,-1.465245,53.379124,19.2,1.92,22.18
4/28/2020 15:53,4/28/2020 16:02,3,4.8,-1.451759,53.384554,-1.477028,53.387557,19.2,1.92,22.18
4/28/2020 15:56,4/28/2020 16:02,3,3.2,-1.443774,53.378154,-1.512274,53.368326,22.4,0,23.52
4/28/2020 15:59,4/28/2020 16:06,3,4,-1.443534,53.384121,-1.436319,53.377977,20,2,23.1
4/28/2020 16:02,4/28/2020 16:10,1,4.8,-1.473692,53.378955,-1.510088,53.37044,33.6,0,35.28
4/28/2020 16:05,4/28/2020 16:10,2,3.2,-1.498807,53.373955,-1.488824,53.386452,12.8,0,13.44
4/28/2020 16:08,4/28/2020 16:18,3,5.6,-1.497263,53.387361,-1.444344,53.370351,28,2.8,32.34
4/28/2020 16:10,4/28/2020 16:15,2,2.4,-1.472398,53.385276,-1.451935,53.369248,12,1.2,13.86
4/28/2020 16:13,4/28/2020 16:25,2,6.4,-1.467345,53.390961,-1.513238,53.369413,32,3.2,36.96
4/28/2020 16:16,4/28/2020 16:18,2,0.8,-1.456888,53.367657,-1.485885,53.383165,4.8,0.48,5.54
4/28/2020 16:19,4/28/2020 16:26,3,4,-1.451232,53.386282,-1.49505,53.387307,20,2,23.1
4/28/2020 16:22,4/28/2020 16:35,3,7.2,-1.448119,53.37173,-1.438885,53.370639,28.8,2.88,33.26
4/28/2020 16:25,4/28/2020 16:29,1,2.4,-1.468645,53.384745,-1.458271,53.388319,12,1.2,13.86
4/28/2020 16:28,4/28/2020 16:31,2,1.6,-1.51043,53.369354,-1.450023,53.371543,6.4,0.64,7.39
4/28/2020 16:31,4/28/2020 16:39,2,4.8,-1.470494,53.369354,-1.46561,53.369487,33.6,0,35.28
4/28/2020 16:33,4/28/2020 16:41,2,4,-1.43954,53.368209,-1.486844,53.372694,12,1.2,13.86
4/28/2020 16:36,4/28/2020 16:39,2,1.6,-1.467153,53.369533,-1.512676,53.381261,4.8,0.48,5.54
4/28/2020 16:39,4/28/2020 16:45,2,3.2,-1.457951,53.367949,-1.502741,53.373321,22.4,0,23.52
4/28/2020 16:42,4/28/2020 16:45,3,1.6,-1.494389,53.3842,-1.445575,53.392288,4.8,0,5.04
4/28/2020 16:45,4/28/2020 16:55,1,5.6,-1.507986,53.367853,-1.515177,53.388679,16.8,1.68,19.4
4/28/2020 16:48,4/28/2020 16:52,2,2.4,-1.515279,53.367959,-1.492893,53.385878,16.8,0,17.64
4/28/2020 16:51,4/28/2020 16:55,3,2.4,-1.490442,53.391736,-1.470952,53.383208,12,1.2,13.86
4/28/2020 16:54,4/28/2020 16:57,3,1.6,-1.446912,53.377597,-1.440818,53.370274,8,0.8,9.24
4/28/2020 16:57,4/28/2020 17:01,3,2.4,-1.462018,53.382791,-1.499976,53.377182,9.6,0,10.08
4/28/2020 16:59,4/28/2020 17:08,1,4.8,-1.488286,53.377623,-1.511166,53.373411,14.4,1.44,16.63
4/28/2020 17:02,4/28/2020 17:11,1,4.8,-1.444148,53.3791,-1.491416,53.376592,19.2,0,20.16
4/28/2020 17:05,4/28/2020 17:17,1,6.4,-1.449746,53.382031,-1.506794,53.38327,32,0,33.6
4/28/2020 17:08,4/28/2020 17:12,3,2.4,-1.467071,53.382498,-1.476069,53.371333,16.8,1.68,19.4
4/28/2020 17:11,4/28/2020 17:20,2,4.8,-1.459516,53.390114,-1.468908,53.370447,28.8,2.88,33.26
4/28/2020 17:14,4/28/2020 17:27,3,7.2,-1.471875,53.384321,-1.435684,53.376873,50.4,5.04,58.21
4/28/2020 17:17,4/28/2020 17:27,2,5.6,-1.487557,53.371353,-1.442298,53.384661,33.6,0,35.28
4/28/2020 17:20,4/28/2020 17:28,2,4.8,-1.5067,53.386403,-1.496988,53.391776,14.4,0,15.12
4/28/2020 17:22,4/28/2020 17:30,2,4,-1.466899,53.372127,-1.460894,53.381823,12,1.2,13.86
4/28/2020 17:25,4/28/2020 17:33,3,4,-1.451974,53.371843,-1.511083,53.385411,28,2.8,32.34
4/28/2020 17:28,4/28/2020 17:37,2,4.8,-1.467285,53.390749,-1.470293,53.388596,19.2,1.92,22.18
4/28/2020 17:31,4/28/2020 17:41,2,5.6,-1.440883,53.384616,-1.434469,53.369055,33.6,3.36,38.81
4/28/2020 17:34,4/28/2020 17:43,3,4.8,-1.466598,53.379935,-1.437604,53.370738,14.4,1.44,16.63
4/28/2020 17:37,4/28/2020 17:50,1,7.2,-1.436968,53.3738,-1.499372,53.389402,28.8,0,30.24
4/28/2020 17:40,4/28/2020 17:44,3,2.4,-1.443193,53.36771,-1.486099,53.384446,12,1.2,13.86
4/28/2020 17:43,4/28/2020 17:51,2,4.8,-1.502657,53.37828,-1.509753,53.381136,14.4,1.44,16.63
4/28/2020 17:45,4/28/2020 17:58,1,7.2,-1.512219,53.390002,-1.50719,53.375816,28.8,2.88,33.26
4/28/2020 17:48,4/28/2020 17:54,1,3.2,-1.445709,53.389326,-1.463595,53.384139,19.2,0,20.16
4/28/2020 17:51,4/28/2020 18:00,2,4.8,-1.485612,53.377124,-1.497504,53.385635,33.6,3.36,38.81
4/28/2020 17:54,4/28/2020 18:03,1,4.8,-1.474149,53.379192,-1.507711,53.373207,14.4,1.44,16.63
4/28/2020 17:57,4/28/2020 18:04,1,4,-1.467352,53.380558,-1.45341,53.390197,12,1.2,13.86
4/28/2020 18:00,4/28/2020 18:07,1,4,-1.502459,53.372339,-1.453467,53.373194,12,0,12.6
4/28/2020 18:03,4/28/2020 18:09,2,3.2,-1.440211,53.381173,-1.514074,53.374663,22.4,0,23.52
4/28/2020 18:06,4/28/2020 18:10,1,2.4,-1.493349,53.391255,-1.455314,53.384871,16.8,1.68,19.4
4/28/2020 18:09,4/28/2020 18:21,1,7.2,-1.450273,53.391382,-1.474022,53.369713,50.4,0,52.92
4/28/2020 18:11,4/28/2020 18:21,3,5.6,-1.453311,53.38837,-1.440995,53.373988,16.8,1.68,19.4
4/28/2020 18:14,4/28/2020 18:19,1,2.4,-1.490401,53.375595,-1.469686,53.383593,16.8,1.68,19.4
4/28/2020 18:17,4/28/2020 18:27,3,5.6,-1.469264,53.378757,-1.468194,53.389325,39.2,0,41.16
4/28/2020 18:20,4/28/2020 18:23,3,1.6,-1.474165,53.38123,-1.512065,53.371743,6.4,0,6.72
4/28/2020 18:23,4/28/2020 18:29,1,3.2,-1.483847,53.373013,-1.449174,53.369797,12.8,1.28,14.78
4/28/2020 18:26,4/28/2020 18:32,2,3.2,-1.447808,53.382791,-1.482922,53.369612,9.6,0.96,11.09
4/28/2020 18:29,4/28/2020 18:30,3,0.8,-1.501683,53.378441,-1.505795,53.385632,4.8,0,5.04
4/28/2020 18:32,4/28/2020 18:45,2,7.2,-1.479507,53.380222,-1.510162,53.380132,36,3.6,41.58
4/28/2020 18:34,4/28/2020 18:45,2,5.6,-1.436469,53.382589,-1.466826,53.380882,22.4,0,23.52
4/28/2020 18:37,4/28/2020 18:50,1,7.2,-1.487431,53.387372,-1.515983,53.375496,36,3.6,41.58
4/28/2020 18:40,4/28/2020 18:47,1,4,-1.45904,53.377271,-1.48102,53.380896,12,0,12.6
4/28/2020 18:43,4/28/2020 18:55,1,6.4,-1.490429,53.380205,-1.447208,53.370886,32,3.2,36.96
4/28/2020 18:46,4/28/2020 18:47,2,0.8,-1.483393,53.373731,-1.493279,53.390224,5.6,0,5.88
4/28/2020 18:49,4/28/2020 18:57,2,4.8,-1.441102,53.385187,-1.51134,53.391157,28.8,0,30.24
4/28/2020 18:52,4/28/2020 18:59,2,4,-1.478635,53.371868,-1.491656,53.376196,28,2.8,32.34
4/28/2020 18:55,4/28/2020 18:57,3,1.6,-1.48909,53.370992,-1.450072,53.376504,4.8,0,5.04
4/28/2020 18:57,4/28/2020 19:08,1,5.6,-1.45421,53.392181,-1.457661,53.375044,28,0,29.4
4/28/2020 19:00,4/28/2020 19:05,2,2.4,-1.513,53.370694,-1.446247,53.378101,12,1.2,13.86
4/28/2020 19:03,4/28/2020 19:15,2,6.4,-1.470597,53.389262,-1.49861,53.392186,38.4,3.84,44.35
4/28/2020 19:06,4/28/2020 19:09,1,1.6,-1.463907,53.372297,-1.503678,53.386683,9.6,0.96,11.09
4/28/2020 19:09,4/28/2020 19:12,3,1.6,-1.445444,53.387407,-1.472421,53.389598,4.8,0,5.04
4/28/2020 19:12,4/28/2020 19:21,2,4.8,-1.497603,53.388576,-1.453726,53.380955,28.8,2.88,33.26
4/28/2020 19:15,4/28/2020 19:19,2,2.4,-1.441127,53.387692,-1.444257,53.38778,14.4,0,15.12
4/28/2020 19:18,4/28/2020 19:23,2,3.2,-1.48311,53.374194,-1.459227,53.380997,19.2,0,20.16
4/28/2020 19:21,4/28/2020 19:28,1,4,-1.467874,53.386251,-1.50351,53.384476,28,0,29.4
4/28/2020 19:23,4/28/2020 19:26,3,1.6,-1.47647,53.388877,-1.496611,53.377102,8,0,8.4
4/28/2020 19:26,4/28/2020 19:32,1,3.2,-1.484737,53.385438,-1.490031,53.377137,22.4,0,23.52
4/28/2020 19:29,4/28/2020 19:32,1,1.6,-1.472251,53.374899,-1.44932,53.369167,4.8,0.48,5.54
4/28/2020 19:32,4/28/2020 19:41,3,4.8,-1.482662,53.385618,-1.491016,53.368896,33.6,0,35.28
4/28/2020 19:35,4/28/2020 19:44,1,4.8,-1.502098,53.371977,-1.442878,53.377522,33.6,0,35.28
4/28/2020 19:38,4/28/2020 19:49,3,6.4,-1.485121,53.369665,-1.488625,53.386295,32,3.2,36.96
4/28/2020 19:41,4/28/2020 19:51,2,5.6,-1.511876,53.385956,-1.444943,53.382613,28,0,29.4
4/28/2020 19:44,4/28/2020 19:48,3,2.4,-1.501429,53.375136,-1.502361,53.386523,9.6,0.96,11.09
4/28/2020 19:46,4/28/2020 19:55,3,4.8,-1.447477,53.381202,-1.487096,53.389162,14.4,0,15.12
4/28/2020 19:49,4/28/2020 19:51,2,0.8,-1.464828,53.372906,-1.439152,53.381109,2.4,0,2.52
4/28/2020 19:52,4/28/2020 19:58,3,3.2,-1.500284,53.38542,-1.47656,53.383462,12.8,0,13.44
4/28/2020 19:55,4/28/2020 20:07,3,6.4,-1.505909,53.385461,-1.502365,53.374527,25.6,2.56,29.57
4/28/2020 19:58,4/28/2020 19:59,3,0.8,-1.471964,53.373798,-1.439666,53.383861,3.2,0,3.36
4/28/2020 20:01,4/28/2020 20:09,2,4.8,-1.511284,53.374803,-1.514758,53.376435,28.8,2.88,33.26
4/28/2020 20:04,4/28/2020 20:15,3,6.4,-1.436366,53.390477,-1.513515,53.384864,38.4,0,40.32
4/28/2020 20:07,4/28/2020 20:15,2,4.8,-1.484618,53.368377,-1.483788,53.368094,19.2,0,20.16
4/28/2020 20:09,4/28/2020 20:15,2,3.2,-1.515868,53.36954,-1.455687,53.382124,16,0,16.8
4/28/2020 20:12,4/28/2020 20:17,3,2.4,-1.463499,53.386698,-1.493725,53.373231,16.8,0,17.64
4/28/2020 20:15,4/28/2020 20:21,3,3.2,-1.503082,53.377556,-1.502331,53.379066,22.4,0,23.52
4/28/2020 20:18,4/28/2020 20:27,3,4.8,-1.441698,53.37826,-1.476632,53.374726,28.8,2.88,33.26
4/28/2020 20:21,4/28/2020 20:22,2,0.8,-1.455627,53.391519,-1.508783,53.384451,4,0.4,4.62
4/28/2020 20:24,4/28/2020 20:28,1,2.4,-1.483825,53.373254,-1.491098,53.369644,7.2,0.72,8.32
4/28/2020 20:27,4/28/2020 20:38,2,6.4,-1.46906,53.382395,-1.465104,53.380842,44.8,0,47.04
4/28/2020 20:30,4/28/2020 20:31,1,0.8,-1.502273,53.376894,-1.462848,53.382602,2.4,0.24,2.77
4/28/2020 20:33,4/28/2020 20:34,3,0.8,-1.49471,53.375831,-1.506073,53.381395,4.8,0,5.04
4/28/2020 20:35,4/28/2020 20:47,1,6.4,-1.504743,53.375285,-1.456584,53.387297,38.4,0,40.32
4/28/2020 20:38,4/28/2020 20:50,2,6.4,-1.477207,53.386182,-1.498278,53.374911,38.4,0,40.32
4/28/2020 20:41,4/28/2020 20:50,1,4.8,-1.493788,53.385485,-1.444486,53.377292,19.2,0,20.16
4/28/2020 20:44,4/28/2020 20:53,3,4.8,-1.484971,53.3713,-1.440443,53.379299,28.8,2.88,33.26
4/28/2020 20:47,4/28/2020 20:57,2,5.6,-1.484261,53.390878,-1.481915,53.381227,16.8,0,17.64
4/28/2020 20:50,4/28/2020 21:00,2,5.6,-1.441158,53.379042,-1.473861,53.379727,33.6,3.36,38.81
4/28/2020 20:53,4/28/2020 21:03,2,5.6,-1.43875,53.384069,-1.452824,53.382829,22.4,2.24,25.87
4/28/2020 20:56,4/28/2020 21:00,3,2.4,-1.509019,53.380468,-1.466782,53.378922,14.4,1.44,16.63
4/28/2020 20:58,4/28/2020 21:03,1,2.4,-1.444673,53.379961,-1.45811,53.38091,9.6,0,10.08
4/28/2020 21:01,4/28/2020 21:07,3,3.2,-1.488394,53.367817,-1.476653,53.382472,16,0,16.8
4/28/2020 21:04,4/28/2020 21:17,2,7.2,-1.502993,53.391952,-1.472856,53.36855,28.8,0,30.24
4/28/2020 21:07,4/28/2020 21:17,3,5.6,-1.439282,53.382125,-1.483873,53.383972,28,0,29.4
4/28/2020 21:10,4/28/2020 21:13,3,1.6,-1.465016,53.379076,-1.476473,53.37019,9.6,0,10.08
4/28/2020 21:13,4/28/2020 21:14,2,0.8,-1.494213,53.387861,-1.440032,53.385342,3.2,0,3.36
4/28/2020 21:16,4/28/2020 21:20,1,2.4,-1.49581,53.370681,-1.514672,53.390727,14.4,1.44,16.63
4/28/2020 21:19,4/28/2020 21:21,3,1.6,-1.466104,53.369895,-1.496766,53.368796,4.8,0.48,5.54
4/28/2020 21:21,4/28/2020 21:24,2,1.6,-1.481341,53.368636,-1.516108,53.377873,9.6,0.96,11.09
4/28/2020 21:24,4/28/2020 21:26,2,0.8,-1.515532,53.384834,-1.498165,53.368296,3.2,0,3.36
4/28/2020 21:27,4/28/2020 21:29,2,0.8,-1.474307,53.389122,-1.490234,53.390139,4,0.4,4.62
4/28/2020 21:30,4/28/2020 21:33,2,1.6,-1.46666,53.392192,-1.505945,53.384943,4.8,0,5.04
4/28/2020 21:33,4/28/2020 21:39,1,3.2,-1.459486,53.377717,-1.471157,53.390925,22.4,0,23.52
4/28/2020 21:36,4/28/2020 21:39,1,1.6,-1.468182,53.372541,-1.485934,53.382411,8,0,8.4
4/28/2020 21:39,4/28/2020 21:40,1,0.8,-1.450745,53.36851,-1.46719,53.369381,3.2,0,3.36
4/28/2020 21:42,4/28/2020 21:45,2,1.6,-1.455188,53.378925,-1.444896,53.370968,4.8,0,5.04
4/28/2020 21:45,4/28/2020 21:53,2,4.8,-1.435451,53.376286,-1.464792,53.378774,28.8,2.88,33.26
4/28/2020 21:47,4/28/2020 21:57,3,5.6,-1.441944,53.388364,-1.493522,53.380601,28,0,29.4
4/28/2020 21:50,4/28/2020 22:00,1,5.6,-1.453133,53.377775,-1.486512,53.376671,28,2.8,32.34
4/28/2020 21:53,4/28/2020 22:02,1,4.8,-1.446135,53.388124,-1.434521,53.386396,14.4,1.44,16.63
4/28/2020 21:56,4/28/2020 21:57,2,0.8,-1.463546,53.374835,-1.468722,53.38946,2.4,0,2.52
4/28/2020 21:59,4/28/2020 22:09,1,5.6,-1.498746,53.375117,-1.466797,53.370978,16.8,1.68,19.4
4/28/2020 22:02,4/28/2020 22:06,3,2.4,-1.448289,53.386009,-1.490802,53.391668,9.6,0,10.08
4/28/2020 22:05,4/28/2020 22:13,1,4.8,-1.485294,53.368759,-1.465307,53.384376,24,2.4,27.72
4/28/2020 22:08,4/28/2020 22:09,2,0.8,-1.43489,53.383061,-1.483618,53.370283,4.8,0,5.04
4/28/2020 22:10,4/28/2020 22:18,3,4,-1.455596,53.367867,-1.515464,53.373941,16,1.6,18.48
4/28/2020 22:13,4/28/2020 22:21,1,4,-1.481387,53.388777,-1.469587,53.38528,28,0,29.4
4/28/2020 22:16,4/28/2020 22:28,2,6.4,-1.472279,53.378786,-1.487412,53.376239,25.6,0,26.88
4/28/2020 22:19,4/28/2020 22:28,1,4.8,-1.444824,53.375744,-1.458086,53.369654,33.6,3.36,38.81
4/28/2020 22:22,4/28/2020 22:25,1,1.6,-1.469887,53.371481,-1.482196,53.388214,6.4,0.64,7.39
